Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.638	0.507	0.494	0.25	0.00623	0.00708	0.13	0.5	1.7	0.16	0.48	0.9	0.003	0.005	0.01
2	0.554	0.44	0.494	0.251	0.00809	0.00848	0.11	0.43	1.5	0.15	0.49	0.9	0.004	0.006	0.02
3	0.468	0.384	0.494	0.259	0.00922	0.0087	0.09	0.36	1.3	0.14	0.49	0.91	0.005	0.007	0.02
4	0.4	0.337	0.493	0.265	0.0105	0.00904	0.07	0.3	1.1	0.14	0.49	0.92	0.005	0.008	0.02
5	0.343	0.296	0.493	0.271	0.0118	0.00922	0.06	0.25	0.95	0.13	0.48	0.93	0.006	0.009	0.02
6	0.296	0.261	0.492	0.276	0.0133	0.00986	0.05	0.22	0.83	0.12	0.48	0.93	0.007	0.01	0.03
7	0.256	0.229	0.492	0.279	0.0151	0.0107	0.04	0.18	0.73	0.12	0.48	0.94	0.008	0.01	0.03
8	0.224	0.202	0.49	0.282	0.0167	0.011	0.03	0.16	0.64	0.12	0.48	0.94	0.009	0.01	0.03
9	0.196	0.176	0.489	0.282	0.0184	0.0112	0.03	0.14	0.55	0.11	0.48	0.95	0.009	0.02	0.04
10	0.173	0.155	0.487	0.281	0.0201	0.0116	0.03	0.12	0.49	0.11	0.47	0.94	0.01	0.02	0.04
11	0.153	0.136	0.485	0.28	0.0217	0.0119	0.02	0.11	0.43	0.12	0.47	0.94	0.01	0.02	0.04
12	0.137	0.12	0.483	0.277	0.0234	0.0125	0.02	0.1	0.38	0.12	0.47	0.94	0.01	0.02	0.05
13	0.122	0.105	0.48	0.275	0.025	0.0128	0.02	0.09	0.34	0.12	0.46	0.93	0.01	0.02	0.05
14	0.11	0.0929	0.477	0.27	0.0264	0.0129	0.02	0.08	0.3	0.12	0.46	0.93	0.01	0.02	0.05
15	0.1	0.0821	0.473	0.266	0.0281	0.0133	0.02	0.07	0.27	0.12	0.45	0.92	0.02	0.02	0.05
16	0.0917	0.0729	0.469	0.26	0.0294	0.0132	0.02	0.07	0.24	0.13	0.44	0.91	0.02	0.03	0.05
17	0.0839	0.0648	0.465	0.255	0.0308	0.0137	0.02	0.06	0.22	0.14	0.44	0.89	0.02	0.03	0.06
18	0.0773	0.0578	0.461	0.25	0.0318	0.0136	0.02	0.06	0.2	0.14	0.44	0.88	0.02	0.03	0.06
19	0.0718	0.0515	0.457	0.243	0.0331	0.0137	0.02	0.06	0.18	0.15	0.44	0.87	0.02	0.03	0.06
20	0.0666	0.046	0.452	0.236	0.0342	0.0137	0.02	0.06	0.16	0.15	0.43	0.86	0.02	0.03	0.06
21	0.0625	0.0414	0.448	0.229	0.0355	0.0137	0.02	0.05	0.15	0.15	0.43	0.84	0.02	0.03	0.06
22	0.0589	0.0377	0.443	0.223	0.0363	0.0139	0.02	0.05	0.13	0.15	0.42	0.83	0.02	0.03	0.06
23	0.0556	0.0343	0.438	0.216	0.0372	0.0139	0.02	0.05	0.12	0.16	0.42	0.81	0.02	0.03	0.07
24	0.0533	0.0316	0.433	0.208	0.038	0.0138	0.02	0.05	0.12	0.16	0.42	0.8	0.03	0.03	0.07
25	0.0508	0.0293	0.428	0.203	0.0386	0.0138	0.02	0.05	0.11	0.16	0.42	0.78	0.03	0.04	0.07
26	0.0489	0.0271	0.425	0.197	0.0396	0.0138	0.02	0.05	0.1	0.17	0.42	0.77	0.03	0.04	0.07
27	0.0479	0.0253	0.422	0.188	0.0394	0.0134	0.02	0.05	0.09	0.18	0.41	0.75	0.03	0.04	0.07
28	0.0458	0.0235	0.417	0.184	0.04	0.0134	0.02	0.04	0.09	0.18	0.41	0.73	0.03	0.04	0.07
29	0.0443	0.0223	0.412	0.178	0.0412	0.0135	0.02	0.04	0.08	0.18	0.41	0.72	0.03	0.04	0.07
30	0.043	0.0213	0.408	0.174	0.0417	0.0136	0.02	0.04	0.08	0.18	0.41	0.7	0.03	0.04	0.07
31	0.0418	0.0204	0.403	0.171	0.042	0.0133	0.02	0.04	0.08	0.18	0.4	0.68	0.03	0.04	0.07
