Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.639	0.463	0.491	0.233	0.00514	0.00326	0.16	0.54	1.5	0.17	0.48	0.87	0.003	0.004	0.01
2	0.573	0.402	0.49	0.226	0.00644	0.00424	0.15	0.49	1.3	0.19	0.48	0.85	0.004	0.006	0.01
3	0.492	0.351	0.489	0.229	0.0072	0.0042	0.13	0.41	1.1	0.19	0.48	0.86	0.004	0.006	0.01
4	0.425	0.308	0.489	0.232	0.00813	0.00444	0.11	0.36	1.0	0.18	0.48	0.86	0.005	0.007	0.02
5	0.366	0.27	0.488	0.235	0.00905	0.00488	0.09	0.3	0.87	0.18	0.48	0.86	0.005	0.008	0.02
6	0.318	0.238	0.487	0.237	0.0101	0.0052	0.08	0.26	0.76	0.17	0.48	0.87	0.006	0.009	0.02
7	0.278	0.209	0.486	0.239	0.0113	0.00578	0.07	0.23	0.67	0.17	0.48	0.87	0.006	0.01	0.02
8	0.245	0.185	0.484	0.239	0.0124	0.00612	0.06	0.2	0.59	0.17	0.48	0.87	0.007	0.01	0.02
9	0.216	0.163	0.482	0.238	0.0135	0.00648	0.05	0.18	0.53	0.17	0.47	0.87	0.008	0.01	0.03
10	0.192	0.143	0.481	0.236	0.0148	0.007	0.05	0.16	0.46	0.17	0.47	0.87	0.008	0.01	0.03
11	0.172	0.126	0.478	0.232	0.0159	0.00732	0.04	0.14	0.42	0.17	0.47	0.86	0.009	0.01	0.03
12	0.156	0.112	0.476	0.227	0.0169	0.00748	0.04	0.13	0.37	0.18	0.46	0.85	0.01	0.01	0.03
13	0.142	0.0989	0.474	0.222	0.0178	0.0075	0.04	0.12	0.33	0.18	0.46	0.84	0.01	0.02	0.03
14	0.13	0.0871	0.471	0.216	0.0186	0.00752	0.04	0.11	0.3	0.19	0.46	0.82	0.01	0.02	0.03
15	0.12	0.0779	0.468	0.21	0.0195	0.00778	0.04	0.1	0.27	0.19	0.46	0.81	0.01	0.02	0.03
16	0.111	0.0691	0.465	0.203	0.0204	0.00785	0.04	0.1	0.24	0.2	0.46	0.8	0.01	0.02	0.03
17	0.104	0.0616	0.463	0.196	0.021	0.00781	0.04	0.09	0.22	0.21	0.46	0.79	0.01	0.02	0.04
18	0.0976	0.0549	0.459	0.188	0.0214	0.00752	0.04	0.09	0.2	0.21	0.46	0.77	0.01	0.02	0.04
19	0.0928	0.0495	0.456	0.179	0.0219	0.00723	0.04	0.08	0.18	0.22	0.45	0.75	0.01	0.02	0.04
20	0.0885	0.0445	0.452	0.171	0.0223	0.00716	0.04	0.08	0.17	0.23	0.45	0.74	0.01	0.02	0.04
21	0.0851	0.0402	0.448	0.163	0.0227	0.00689	0.04	0.08	0.16	0.24	0.45	0.73	0.02	0.02	0.04
22	0.0819	0.0368	0.445	0.156	0.0228	0.00657	0.04	0.08	0.15	0.24	0.44	0.71	0.02	0.02	0.04
23	0.0789	0.0337	0.442	0.149	0.0234	0.00645	0.04	0.08	0.14	0.25	0.44	0.7	0.02	0.02	0.04
24	0.0768	0.0309	0.439	0.142	0.0236	0.00624	0.04	0.07	0.13	0.25	0.44	0.68	0.02	0.02	0.04
25	0.0744	0.0287	0.436	0.135	0.0239	0.00617	0.04	0.07	0.12	0.26	0.43	0.67	0.02	0.02	0.04
