Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.483	0.549	0.5	0.347	0.00551	0.007	0.007	0.3	1.6	0.03	0.51	0.99	0.001	0.002	0.02
2	0.477	0.541	0.5	0.347	0.0129	0.0167	0.005	0.3	1.6	0.02	0.51	0.99	0.003	0.005	0.06
3	0.472	0.533	0.499	0.347	0.0181	0.0241	0.005	0.3	1.5	0.02	0.51	0.99	0.004	0.008	0.09
4	0.466	0.526	0.5	0.348	0.0225	0.0302	0.005	0.29	1.5	0.02	0.51	0.99	0.005	0.01	0.11
5	0.46	0.52	0.5	0.348	0.0259	0.0349	0.004	0.28	1.5	0.02	0.51	0.99	0.006	0.01	0.12
6	0.453	0.513	0.5	0.349	0.0281	0.0377	0.004	0.28	1.5	0.02	0.51	0.99	0.007	0.01	0.13
7	0.447	0.507	0.5	0.35	0.0296	0.0396	0.003	0.27	1.5	0.02	0.51	0.99	0.007	0.01	0.14
8	0.442	0.502	0.501	0.35	0.0307	0.0407	0.003	0.27	1.4	0.02	0.51	0.99	0.008	0.01	0.15
9	0.436	0.496	0.501	0.351	0.0311	0.041	0.003	0.26	1.4	0.02	0.51	0.99	0.008	0.01	0.15
10	0.431	0.491	0.501	0.351	0.0321	0.0419	0.003	0.26	1.4	0.02	0.51	0.99	0.008	0.01	0.15
11	0.426	0.486	0.501	0.352	0.0328	0.0425	0.003	0.25	1.4	0.02	0.51	0.99	0.009	0.02	0.15
12	0.421	0.482	0.501	0.353	0.0336	0.0431	0.003	0.25	1.4	0.02	0.51	0.99	0.009	0.02	0.15
13	0.417	0.477	0.501	0.353	0.034	0.0434	0.003	0.25	1.4	0.02	0.51	0.99	0.009	0.02	0.15
14	0.414	0.473	0.501	0.353	0.0343	0.0436	0.003	0.25	1.4	0.02	0.51	0.99	0.009	0.02	0.16
15	0.41	0.469	0.501	0.353	0.0344	0.0435	0.003	0.24	1.4	0.02	0.51	0.99	0.009	0.02	0.16
16	0.407	0.465	0.501	0.352	0.0343	0.0432	0.003	0.24	1.3	0.02	0.51	0.99	0.009	0.02	0.15
