Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.389	0.569	0.488	0.471	0.0398	0.0231	0.0	0.04	1.6	0.0	0.41	1.0	0.01	0.03	0.07
2	0.384	0.562	0.487	0.471	0.088	0.0513	0.0	0.04	1.6	0.0	0.41	1.0	0.03	0.06	0.15
3	0.379	0.555	0.487	0.471	0.114	0.0668	0.0	0.04	1.6	0.0	0.4	1.0	0.04	0.08	0.2
4	0.374	0.548	0.487	0.471	0.137	0.0794	0.0	0.04	1.6	0.0	0.41	1.0	0.05	0.1	0.24
5	0.37	0.541	0.487	0.471	0.155	0.0887	0.0	0.04	1.6	0.0	0.41	1.0	0.06	0.11	0.27
6	0.366	0.535	0.488	0.471	0.165	0.094	0.0	0.04	1.5	0.0	0.41	1.0	0.06	0.12	0.29
7	0.362	0.53	0.488	0.471	0.172	0.0968	0.0	0.04	1.5	0.0	0.41	1.0	0.06	0.12	0.3
8	0.358	0.524	0.488	0.471	0.176	0.0983	0.0	0.04	1.5	0.0	0.42	1.0	0.07	0.13	0.3
9	0.354	0.519	0.488	0.471	0.178	0.0985	0.0	0.04	1.5	0.0	0.42	1.0	0.07	0.13	0.31
10	0.351	0.514	0.488	0.471	0.182	0.0995	0.0	0.04	1.5	0.0	0.43	1.0	0.07	0.13	0.31
11	0.348	0.509	0.488	0.47	0.184	0.0999	0.0	0.04	1.5	0.0	0.43	1.0	0.07	0.14	0.32
12	0.345	0.504	0.488	0.47	0.187	0.101	0.0	0.04	1.4	0.0	0.42	1.0	0.07	0.14	0.32
13	0.342	0.5	0.488	0.47	0.188	0.101	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.14	0.32
14	0.339	0.496	0.488	0.47	0.189	0.101	0.0	0.04	1.4	0.0	0.42	1.0	0.07	0.14	0.32
15	0.336	0.492	0.488	0.47	0.189	0.1	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.14	0.32
16	0.334	0.489	0.489	0.47	0.188	0.099	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.15	0.32
17	0.331	0.485	0.489	0.47	0.186	0.0977	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.14	0.31
18	0.329	0.482	0.489	0.47	0.184	0.0963	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.14	0.31
19	0.327	0.479	0.489	0.47	0.183	0.095	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.14	0.31
20	0.325	0.476	0.489	0.47	0.182	0.094	0.0	0.04	1.4	0.0	0.44	1.0	0.07	0.15	0.3
21	0.323	0.473	0.489	0.47	0.18	0.0924	0.0	0.04	1.4	0.0	0.43	1.0	0.07	0.15	0.3
22	0.321	0.47	0.489	0.47	0.178	0.0913	0.0	0.04	1.3	0.0	0.44	1.0	0.07	0.15	0.3
23	0.319	0.468	0.489	0.47	0.179	0.0914	0.0	0.04	1.3	0.0	0.43	1.0	0.07	0.15	0.3
24	0.317	0.465	0.489	0.471	0.178	0.0905	0.0	0.03	1.3	0.0	0.43	1.0	0.07	0.15	0.29
25	0.316	0.463	0.489	0.471	0.178	0.0899	0.0	0.03	1.3	0.0	0.43	1.0	0.07	0.15	0.29
26	0.314	0.461	0.489	0.471	0.179	0.0907	0.0	0.03	1.3	0.0	0.43	1.0	0.07	0.15	0.3
27	0.313	0.459	0.489	0.471	0.179	0.0903	0.0	0.03	1.3	0.0	0.43	1.0	0.07	0.15	0.3
28	0.311	0.456	0.489	0.471	0.182	0.0919	0.0	0.03	1.3	0.0	0.43	1.0	0.07	0.16	0.3
29	0.31	0.455	0.489	0.471	0.167	0.083	0.0	0.03	1.3	0.0	0.43	1.0	0.07	0.15	0.27
30	0.308	0.453	0.489	0.471	0.158	0.0779	0.0	0.03	1.3	0.0	0.43	1.0	0.06	0.14	0.26
31	0.307	0.451	0.489	0.471	0.152	0.0748	0.0	0.03	1.3	0.0	0.43	1.0	0.06	0.14	0.25
32	0.306	0.449	0.489	0.471	0.147	0.0722	0.0	0.03	1.3	0.0	0.43	1.0	0.06	0.14	0.24
33	0.305	0.448	0.489	0.471	0.141	0.0685	0.0	0.03	1.3	0.0	0.43	1.0	0.06	0.13	0.23
34	0.304	0.446	0.489	0.471	0.139	0.0674	0.0	0.03	1.3	0.0	0.43	1.0	0.05	0.13	0.23
35	0.303	0.445	0.489	0.471	0.138	0.0669	0.0	0.03	1.3	0.0	0.43	1.0	0.05	0.13	0.22
36	0.302	0.443	0.489	0.471	0.131	0.0627	0.0	0.03	1.3	0.0	0.42	1.0	0.05	0.13	0.21
37	0.301	0.442	0.489	0.471	0.129	0.0613	0.0	0.03	1.3	0.0	0.43	1.0	0.05	0.13	0.21
38	0.3	0.441	0.489	0.471	0.127	0.0603	0.0	0.03	1.3	0.0	0.43	1.0	0.05	0.12	0.2
