Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.536	0.386	0.494	0.23	0.00564	0.0036	0.15	0.44	1.3	0.19	0.48	0.87	0.003	0.005	0.01
2	0.281	0.196	0.491	0.231	0.00835	0.00399	0.09	0.23	0.66	0.2	0.48	0.87	0.005	0.008	0.01
3	0.167	0.0998	0.485	0.215	0.0113	0.00435	0.07	0.14	0.37	0.21	0.46	0.85	0.008	0.01	0.02
4	0.125	0.0528	0.477	0.176	0.0129	0.0036	0.07	0.12	0.23	0.26	0.46	0.79	0.009	0.01	0.02
5	0.108	0.0317	0.47	0.139	0.0133	0.00309	0.07	0.11	0.17	0.3	0.45	0.71	0.01	0.01	0.02
6	0.102	0.0228	0.461	0.109	0.0135	0.00316	0.07	0.1	0.14	0.33	0.45	0.64	0.01	0.01	0.02
7	0.0996	0.0189	0.455	0.0916	0.0134	0.00304	0.08	0.1	0.13	0.34	0.45	0.6	0.01	0.01	0.02
8	0.0979	0.0174	0.451	0.0823	0.0135	0.00262	0.08	0.1	0.13	0.35	0.45	0.58	0.01	0.01	0.02
9	0.0966	0.0172	0.449	0.0802	0.0138	0.00286	0.07	0.1	0.12	0.35	0.45	0.58	0.01	0.01	0.02
10	0.0955	0.0171	0.447	0.0787	0.0139	0.00261	0.07	0.1	0.12	0.35	0.44	0.58	0.01	0.01	0.02
11	0.0948	0.017	0.447	0.0782	0.0142	0.00301	0.07	0.09	0.12	0.35	0.44	0.58	0.01	0.01	0.02
12	0.0957	0.0171	0.447	0.0773	0.0144	0.00323	0.07	0.1	0.12	0.36	0.44	0.58	0.01	0.01	0.02
13	0.0926	0.0168	0.445	0.0775	0.0145	0.00266	0.07	0.09	0.12	0.35	0.44	0.57	0.01	0.01	0.02
14	0.0919	0.0168	0.443	0.0794	0.0149	0.00294	0.07	0.09	0.12	0.35	0.44	0.58	0.01	0.01	0.02
15	0.0918	0.0168	0.44	0.0769	0.015	0.00314	0.07	0.09	0.12	0.35	0.43	0.57	0.01	0.01	0.02
16	0.0903	0.0164	0.44	0.0732	0.0153	0.00271	0.07	0.09	0.12	0.35	0.44	0.57	0.01	0.02	0.02
17	0.0889	0.0159	0.439	0.0728	0.0155	0.0029	0.07	0.09	0.12	0.35	0.44	0.56	0.01	0.02	0.02
18	0.0876	0.016	0.438	0.0736	0.016	0.00284	0.07	0.09	0.11	0.34	0.44	0.56	0.01	0.02	0.02
19	0.0849	0.0164	0.435	0.0767	0.0166	0.00288	0.06	0.08	0.11	0.34	0.43	0.56	0.01	0.02	0.02
20	0.084	0.0164	0.433	0.0776	0.0166	0.00282	0.06	0.08	0.11	0.33	0.43	0.56	0.01	0.02	0.02
21	0.0829	0.0166	0.433	0.0789	0.0171	0.00303	0.06	0.08	0.11	0.33	0.43	0.56	0.01	0.02	0.02
