Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.539	0.359	0.497	0.22	0.00356	0.00185	0.16	0.47	1.2	0.2	0.5	0.85	0.002	0.003	0.007
2	0.31	0.177	0.494	0.202	0.00456	0.00161	0.12	0.28	0.64	0.23	0.49	0.84	0.003	0.004	0.008
3	0.21	0.09	0.492	0.172	0.00574	0.00178	0.11	0.2	0.37	0.28	0.48	0.79	0.004	0.005	0.009
4	0.174	0.0456	0.484	0.124	0.00597	0.00148	0.12	0.17	0.26	0.33	0.48	0.7	0.005	0.006	0.008
5	0.164	0.0293	0.476	0.0863	0.0058	0.00129	0.13	0.16	0.21	0.37	0.47	0.62	0.004	0.006	0.008
6	0.158	0.0232	0.471	0.0651	0.00642	0.00183	0.13	0.16	0.2	0.39	0.47	0.58	0.005	0.006	0.009
7	0.155	0.021	0.468	0.0519	0.00581	0.00116	0.13	0.15	0.19	0.4	0.47	0.56	0.005	0.006	0.008
8	0.154	0.0208	0.467	0.046	0.00571	0.00115	0.13	0.15	0.19	0.41	0.47	0.54	0.005	0.005	0.008
9	0.153	0.0202	0.466	0.0434	0.00612	0.00148	0.13	0.15	0.19	0.41	0.47	0.54	0.005	0.006	0.008
10	0.153	0.0203	0.466	0.0418	0.00573	0.00112	0.13	0.15	0.19	0.42	0.46	0.53	0.005	0.005	0.008
11	0.152	0.0201	0.466	0.0425	0.00588	0.00135	0.13	0.15	0.19	0.41	0.46	0.53	0.005	0.006	0.008
12	0.151	0.0201	0.465	0.0412	0.00614	0.00147	0.13	0.15	0.18	0.42	0.46	0.53	0.005	0.006	0.009
13	0.15	0.0205	0.466	0.0412	0.0057	0.00105	0.13	0.15	0.19	0.42	0.46	0.53	0.005	0.005	0.008
14	0.151	0.0214	0.466	0.0404	0.00588	0.00121	0.13	0.15	0.19	0.42	0.47	0.53	0.005	0.006	0.008
15	0.149	0.0213	0.464	0.0414	0.00582	0.00112	0.12	0.15	0.19	0.41	0.46	0.53	0.005	0.006	0.008
16	0.146	0.021	0.464	0.0412	0.00587	0.00103	0.12	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
17	0.146	0.0211	0.463	0.0417	0.00597	0.00115	0.12	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
18	0.144	0.0209	0.462	0.0404	0.0061	0.00118	0.12	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
19	0.144	0.0212	0.463	0.0402	0.00607	0.00111	0.12	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
20	0.142	0.0216	0.462	0.0413	0.00608	0.00107	0.12	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
21	0.142	0.0212	0.461	0.0406	0.00618	0.00109	0.12	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
22	0.139	0.0211	0.461	0.0418	0.00632	0.00116	0.11	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
23	0.138	0.0214	0.462	0.0414	0.00637	0.00106	0.11	0.14	0.18	0.41	0.46	0.53	0.005	0.006	0.008
24	0.14	0.0207	0.463	0.0415	0.00647	0.00109	0.12	0.14	0.17	0.41	0.46	0.53	0.005	0.006	0.008
25	0.138	0.0203	0.463	0.0413	0.0065	0.00108	0.11	0.14	0.17	0.41	0.46	0.53	0.005	0.006	0.008
26	0.137	0.0197	0.464	0.0402	0.00675	0.00112	0.11	0.14	0.17	0.42	0.46	0.53	0.006	0.007	0.009
27	0.137	0.0195	0.463	0.0414	0.00673	0.0011	0.11	0.14	0.17	0.41	0.46	0.53	0.006	0.007	0.009
28	0.137	0.019	0.463	0.042	0.00696	0.00131	0.11	0.14	0.17	0.41	0.46	0.53	0.006	0.007	0.009
29	0.136	0.0184	0.464	0.0421	0.00684	0.0011	0.12	0.13	0.17	0.41	0.46	0.53	0.006	0.007	0.009
30	0.135	0.0177	0.463	0.0405	0.00727	0.00137	0.11	0.13	0.17	0.41	0.46	0.53	0.006	0.007	0.01
31	0.134	0.0174	0.463	0.0402	0.00716	0.00127	0.11	0.13	0.16	0.41	0.46	0.53	0.006	0.007	0.009
32	0.134	0.0172	0.463	0.0405	0.00719	0.00114	0.11	0.13	0.16	0.41	0.46	0.53	0.006	0.007	0.009
33	0.133	0.0169	0.463	0.0392	0.00749	0.00132	0.11	0.13	0.16	0.41	0.46	0.53	0.006	0.007	0.01
34	0.134	0.0168	0.463	0.0388	0.00739	0.00119	0.11	0.13	0.16	0.42	0.46	0.53	0.006	0.007	0.009
35	0.135	0.0161	0.463	0.0389	0.00749	0.00122	0.12	0.13	0.16	0.41	0.46	0.53	0.006	0.007	0.01
36	0.134	0.0156	0.462	0.0377	0.0076	0.00124	0.11	0.13	0.16	0.42	0.46	0.52	0.006	0.007	0.01
37	0.134	0.0157	0.464	0.0382	0.00759	0.00117	0.12	0.13	0.16	0.42	0.46	0.53	0.006	0.007	0.01
38	0.134	0.0154	0.465	0.0394	0.0077	0.00119	0.12	0.13	0.16	0.42	0.46	0.53	0.006	0.007	0.01
39	0.136	0.015	0.465	0.0385	0.00824	0.00199	0.12	0.13	0.16	0.42	0.47	0.52	0.007	0.008	0.01
