Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.594	0.423	0.493	0.231	0.00161	0.00164	0.15	0.48	1.4	0.18	0.48	0.88	0.0009	0.001	0.003
2	0.368	0.274	0.497	0.244	0.00264	0.00168	0.09	0.29	0.91	0.18	0.48	0.91	0.002	0.002	0.004
3	0.247	0.185	0.493	0.246	0.0038	0.00173	0.06	0.19	0.63	0.17	0.47	0.91	0.002	0.003	0.006
4	0.174	0.125	0.482	0.239	0.00508	0.00205	0.05	0.14	0.43	0.17	0.46	0.9	0.003	0.005	0.009
5	0.129	0.0865	0.465	0.227	0.00635	0.00242	0.04	0.11	0.3	0.17	0.45	0.85	0.004	0.006	0.01
6	0.102	0.0622	0.447	0.212	0.00733	0.00261	0.03	0.09	0.22	0.18	0.43	0.81	0.005	0.007	0.01
7	0.0858	0.0472	0.43	0.197	0.00799	0.00265	0.03	0.08	0.17	0.18	0.42	0.76	0.005	0.008	0.01
8	0.0751	0.0388	0.413	0.185	0.00856	0.00271	0.03	0.07	0.14	0.18	0.41	0.73	0.006	0.008	0.01
9	0.068	0.0344	0.4	0.177	0.00897	0.00276	0.03	0.07	0.12	0.17	0.39	0.7	0.006	0.008	0.01
10	0.0631	0.0316	0.388	0.172	0.00938	0.00281	0.02	0.06	0.11	0.16	0.38	0.69	0.006	0.009	0.01
11	0.0593	0.0298	0.377	0.169	0.00974	0.00288	0.02	0.06	0.11	0.16	0.37	0.67	0.007	0.009	0.02
12	0.0576	0.0293	0.37	0.165	0.00992	0.00292	0.02	0.06	0.1	0.15	0.37	0.65	0.007	0.009	0.02
13	0.055	0.0287	0.363	0.166	0.0102	0.00301	0.02	0.05	0.1	0.14	0.36	0.65	0.007	0.01	0.02
14	0.0522	0.0274	0.356	0.166	0.0106	0.00307	0.02	0.05	0.1	0.14	0.35	0.64	0.007	0.01	0.02
15	0.0498	0.0268	0.35	0.167	0.0109	0.00312	0.02	0.05	0.09	0.13	0.34	0.64	0.008	0.01	0.02
16	0.0487	0.0269	0.345	0.166	0.0111	0.00321	0.02	0.05	0.09	0.13	0.34	0.64	0.008	0.01	0.02
17	0.0471	0.0264	0.34	0.166	0.0113	0.00321	0.01	0.04	0.09	0.12	0.33	0.63	0.008	0.01	0.02
18	0.0456	0.0263	0.335	0.166	0.0116	0.00329	0.01	0.04	0.09	0.12	0.33	0.64	0.008	0.01	0.02
19	0.0438	0.0259	0.329	0.167	0.012	0.00339	0.01	0.04	0.09	0.12	0.32	0.64	0.008	0.01	0.02
20	0.0427	0.0258	0.326	0.167	0.0122	0.00345	0.01	0.04	0.09	0.12	0.31	0.63	0.008	0.01	0.02
21	0.0421	0.0258	0.323	0.167	0.0125	0.00356	0.01	0.04	0.09	0.11	0.31	0.63	0.009	0.01	0.02
22	0.0412	0.0256	0.32	0.168	0.0126	0.00362	0.01	0.04	0.09	0.11	0.3	0.64	0.009	0.01	0.02
23	0.0401	0.0251	0.316	0.168	0.013	0.00368	0.01	0.03	0.09	0.11	0.3	0.63	0.009	0.01	0.02
24	0.0395	0.0253	0.314	0.169	0.0132	0.00374	0.01	0.03	0.09	0.11	0.29	0.63	0.009	0.01	0.02
25	0.039	0.0253	0.312	0.169	0.0133	0.00378	0.01	0.03	0.09	0.11	0.29	0.63	0.009	0.01	0.02
26	0.0384	0.0254	0.309	0.169	0.0136	0.00386	0.01	0.03	0.09	0.1	0.29	0.63	0.009	0.01	0.02
27	0.038	0.0253	0.307	0.169	0.0137	0.00391	0.01	0.03	0.09	0.1	0.28	0.63	0.009	0.01	0.02
28	0.0375	0.0252	0.304	0.17	0.0139	0.00401	0.01	0.03	0.09	0.1	0.28	0.63	0.009	0.01	0.02
29	0.0372	0.0252	0.303	0.169	0.0141	0.00406	0.01	0.03	0.09	0.1	0.28	0.64	0.01	0.01	0.02
30	0.0368	0.0251	0.301	0.17	0.0143	0.00415	0.01	0.03	0.09	0.1	0.27	0.63	0.01	0.01	0.02
31	0.0365	0.0251	0.3	0.17	0.0145	0.00422	0.009	0.03	0.09	0.1	0.27	0.63	0.01	0.01	0.02
32	0.0362	0.0251	0.299	0.171	0.0147	0.00426	0.009	0.03	0.09	0.1	0.27	0.62	0.01	0.01	0.02
33	0.0359	0.0252	0.297	0.171	0.0149	0.00434	0.009	0.03	0.09	0.1	0.27	0.62	0.01	0.01	0.02
34	0.0358	0.0251	0.297	0.171	0.0151	0.00439	0.009	0.03	0.09	0.1	0.27	0.62	0.01	0.01	0.02
35	0.0356	0.0252	0.295	0.17	0.0152	0.00449	0.009	0.03	0.09	0.1	0.26	0.62	0.01	0.01	0.02
36	0.0356	0.0253	0.294	0.17	0.0154	0.00453	0.009	0.03	0.09	0.1	0.26	0.62	0.01	0.01	0.02
37	0.0353	0.0254	0.293	0.171	0.0156	0.00459	0.008	0.03	0.09	0.09	0.26	0.62	0.01	0.02	0.02
38	0.0353	0.0254	0.293	0.171	0.0159	0.00468	0.009	0.03	0.09	0.09	0.26	0.62	0.01	0.02	0.02
39	0.0352	0.0255	0.292	0.171	0.016	0.00476	0.009	0.03	0.09	0.09	0.26	0.61	0.01	0.02	0.02
40	0.0351	0.0255	0.292	0.171	0.0162	0.00484	0.009	0.03	0.08	0.09	0.26	0.61	0.01	0.02	0.03
41	0.0351	0.0256	0.291	0.171	0.0163	0.0049	0.008	0.03	0.08	0.09	0.26	0.61	0.01	0.02	0.03
42	0.0347	0.0255	0.29	0.172	0.0166	0.005	0.008	0.03	0.08	0.09	0.25	0.62	0.01	0.02	0.03
43	0.0342	0.0253	0.287	0.173	0.0168	0.00507	0.008	0.03	0.08	0.09	0.25	0.62	0.01	0.02	0.03
44	0.0334	0.025	0.285	0.173	0.0171	0.00515	0.008	0.03	0.08	0.09	0.25	0.61	0.01	0.02	0.03
45	0.0324	0.0245	0.282	0.174	0.0174	0.00518	0.007	0.03	0.08	0.08	0.24	0.61	0.01	0.02	0.03
46	0.0316	0.0242	0.28	0.174	0.0178	0.00528	0.007	0.02	0.08	0.08	0.24	0.61	0.01	0.02	0.03
47	0.0311	0.024	0.279	0.174	0.018	0.0053	0.007	0.02	0.08	0.08	0.24	0.62	0.01	0.02	0.03
48	0.0305	0.0237	0.278	0.175	0.0183	0.00537	0.007	0.02	0.08	0.08	0.24	0.62	0.01	0.02	0.03
49	0.0299	0.0234	0.276	0.175	0.0185	0.00543	0.007	0.02	0.08	0.08	0.24	0.62	0.01	0.02	0.03
50	0.0291	0.0229	0.274	0.175	0.0189	0.00547	0.007	0.02	0.07	0.08	0.23	0.62	0.01	0.02	0.03
51	0.0284	0.0226	0.272	0.176	0.0193	0.00557	0.006	0.02	0.07	0.08	0.23	0.62	0.01	0.02	0.03
52	0.0278	0.0224	0.27	0.176	0.0195	0.00554	0.006	0.02	0.07	0.08	0.23	0.62	0.01	0.02	0.03
53	0.0268	0.0219	0.267	0.176	0.0199	0.00559	0.006	0.02	0.07	0.07	0.22	0.62	0.01	0.02	0.03
54	0.0263	0.0215	0.266	0.176	0.0202	0.00568	0.006	0.02	0.07	0.07	0.22	0.62	0.01	0.02	0.03
55	0.0256	0.0212	0.265	0.177	0.0205	0.0057	0.006	0.02	0.07	0.07	0.21	0.62	0.01	0.02	0.03
56	0.0251	0.021	0.263	0.177	0.0207	0.00571	0.005	0.02	0.07	0.07	0.21	0.62	0.01	0.02	0.03
57	0.0246	0.0207	0.262	0.177	0.0211	0.00578	0.005	0.02	0.07	0.07	0.21	0.62	0.01	0.02	0.03
58	0.0239	0.0202	0.261	0.177	0.0213	0.00576	0.005	0.02	0.06	0.07	0.21	0.62	0.01	0.02	0.03
59	0.0233	0.0198	0.259	0.177	0.0218	0.00581	0.005	0.02	0.06	0.07	0.21	0.61	0.01	0.02	0.03
