Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.602	0.442	0.493	0.234	0.00503	0.00516	0.15	0.49	1.5	0.18	0.49	0.88	0.003	0.004	0.01
2	0.392	0.292	0.489	0.238	0.00723	0.00513	0.1	0.31	0.96	0.18	0.48	0.88	0.004	0.006	0.01
3	0.274	0.194	0.484	0.23	0.00913	0.00451	0.08	0.22	0.66	0.18	0.47	0.87	0.005	0.008	0.02
4	0.212	0.131	0.478	0.209	0.0105	0.00394	0.08	0.18	0.46	0.21	0.46	0.83	0.007	0.01	0.02
5	0.173	0.0892	0.468	0.184	0.0115	0.0035	0.08	0.15	0.34	0.23	0.46	0.79	0.008	0.01	0.02
6	0.15	0.0624	0.462	0.156	0.0124	0.00327	0.08	0.14	0.26	0.26	0.45	0.73	0.009	0.01	0.02
7	0.136	0.0454	0.455	0.131	0.0128	0.00278	0.08	0.13	0.21	0.29	0.45	0.68	0.01	0.01	0.02
8	0.126	0.0348	0.447	0.112	0.0133	0.00257	0.08	0.12	0.18	0.31	0.44	0.63	0.01	0.01	0.02
9	0.118	0.0284	0.442	0.0979	0.0137	0.00242	0.08	0.12	0.16	0.32	0.44	0.6	0.01	0.01	0.02
10	0.113	0.0243	0.439	0.0874	0.0142	0.00225	0.08	0.11	0.15	0.32	0.44	0.58	0.01	0.01	0.02
11	0.108	0.0216	0.435	0.0795	0.0145	0.00219	0.08	0.11	0.14	0.33	0.44	0.56	0.01	0.01	0.02
12	0.106	0.0196	0.434	0.072	0.0147	0.00214	0.08	0.11	0.14	0.34	0.44	0.54	0.01	0.01	0.02
13	0.102	0.018	0.431	0.069	0.0151	0.0021	0.08	0.1	0.13	0.34	0.44	0.53	0.01	0.01	0.02
14	0.099	0.0172	0.429	0.0672	0.0155	0.00218	0.08	0.1	0.12	0.34	0.44	0.53	0.01	0.02	0.02
15	0.0956	0.0165	0.427	0.0652	0.0159	0.00223	0.07	0.1	0.12	0.34	0.43	0.52	0.01	0.02	0.02
16	0.0937	0.0155	0.426	0.0625	0.0162	0.00213	0.07	0.1	0.12	0.34	0.43	0.51	0.01	0.02	0.02
17	0.0915	0.0153	0.424	0.0627	0.0164	0.00209	0.07	0.09	0.11	0.34	0.43	0.51	0.01	0.02	0.02
18	0.0888	0.0148	0.42	0.0628	0.0168	0.00213	0.07	0.09	0.11	0.34	0.43	0.51	0.01	0.02	0.02
19	0.0858	0.0144	0.417	0.0628	0.0172	0.0022	0.07	0.09	0.11	0.34	0.42	0.51	0.02	0.02	0.02
20	0.0831	0.0141	0.416	0.0619	0.0178	0.00235	0.06	0.08	0.1	0.33	0.42	0.51	0.02	0.02	0.02
21	0.0822	0.0138	0.413	0.0608	0.0179	0.00243	0.06	0.08	0.1	0.33	0.42	0.5	0.02	0.02	0.02
22	0.0803	0.0136	0.413	0.06	0.0182	0.00239	0.06	0.08	0.1	0.33	0.42	0.5	0.02	0.02	0.02
23	0.0785	0.0132	0.412	0.0604	0.0187	0.00257	0.06	0.08	0.1	0.33	0.42	0.5	0.02	0.02	0.02
24	0.0769	0.0131	0.409	0.0611	0.019	0.0027	0.06	0.08	0.1	0.33	0.42	0.5	0.02	0.02	0.02
25	0.0757	0.0132	0.407	0.0622	0.0193	0.00252	0.06	0.08	0.1	0.32	0.41	0.5	0.02	0.02	0.02
26	0.0746	0.013	0.404	0.0606	0.0195	0.00263	0.06	0.08	0.1	0.32	0.41	0.49	0.02	0.02	0.02
27	0.0738	0.013	0.402	0.0596	0.0198	0.00268	0.06	0.07	0.09	0.32	0.41	0.49	0.02	0.02	0.02
28	0.0725	0.013	0.401	0.0608	0.0203	0.00255	0.06	0.07	0.09	0.32	0.4	0.49	0.02	0.02	0.02
29	0.0718	0.0129	0.399	0.0617	0.0205	0.00269	0.06	0.07	0.09	0.32	0.4	0.49	0.02	0.02	0.02
30	0.071	0.0126	0.397	0.0607	0.0209	0.00286	0.06	0.07	0.09	0.32	0.4	0.49	0.02	0.02	0.02
31	0.0702	0.0127	0.397	0.0606	0.0212	0.00279	0.05	0.07	0.09	0.32	0.4	0.49	0.02	0.02	0.03
32	0.07	0.0126	0.395	0.06	0.0213	0.00286	0.05	0.07	0.09	0.32	0.4	0.48	0.02	0.02	0.03
33	0.0691	0.0125	0.393	0.0601	0.0216	0.00273	0.05	0.07	0.09	0.32	0.4	0.48	0.02	0.02	0.03
34	0.0688	0.0125	0.393	0.0607	0.0219	0.00306	0.05	0.07	0.09	0.31	0.4	0.48	0.02	0.02	0.03
35	0.0686	0.0126	0.391	0.0592	0.0222	0.00326	0.05	0.07	0.09	0.31	0.4	0.48	0.02	0.02	0.03
36	0.0681	0.0125	0.388	0.0589	0.0224	0.00302	0.05	0.07	0.09	0.31	0.39	0.48	0.02	0.02	0.03
37	0.0675	0.0123	0.387	0.0594	0.0227	0.00318	0.05	0.07	0.09	0.31	0.39	0.48	0.02	0.02	0.03
38	0.0673	0.0122	0.388	0.0587	0.023	0.00331	0.05	0.07	0.09	0.31	0.39	0.48	0.02	0.02	0.03
39	0.0669	0.0123	0.385	0.0592	0.0232	0.00326	0.05	0.07	0.09	0.31	0.39	0.47	0.02	0.02	0.03
40	0.0667	0.0124	0.384	0.0592	0.0235	0.00325	0.05	0.07	0.09	0.3	0.39	0.47	0.02	0.02	0.03
41	0.0663	0.0125	0.383	0.06	0.0238	0.00343	0.05	0.07	0.09	0.3	0.39	0.47	0.02	0.02	0.03
42	0.0659	0.0124	0.382	0.0595	0.024	0.00347	0.05	0.07	0.09	0.3	0.39	0.47	0.02	0.02	0.03
43	0.065	0.0123	0.38	0.0599	0.0243	0.00334	0.05	0.06	0.09	0.31	0.38	0.47	0.02	0.02	0.03
44	0.0632	0.0124	0.376	0.0616	0.0248	0.00364	0.05	0.06	0.08	0.3	0.38	0.47	0.02	0.02	0.03
45	0.0614	0.0122	0.373	0.062	0.0253	0.00374	0.05	0.06	0.08	0.29	0.38	0.47	0.02	0.02	0.03
46	0.0591	0.012	0.369	0.0633	0.026	0.00365	0.04	0.06	0.08	0.29	0.37	0.47	0.02	0.03	0.03
47	0.0577	0.012	0.367	0.0627	0.0265	0.00357	0.04	0.06	0.08	0.29	0.37	0.46	0.02	0.03	0.03
48	0.0564	0.0118	0.364	0.0627	0.0272	0.00382	0.04	0.06	0.08	0.28	0.37	0.46	0.02	0.03	0.03
49	0.0551	0.0117	0.362	0.0638	0.0276	0.00394	0.04	0.05	0.07	0.28	0.36	0.46	0.02	0.03	0.03
50	0.0533	0.0116	0.359	0.0655	0.0283	0.00397	0.04	0.05	0.07	0.28	0.36	0.46	0.02	0.03	0.03
51	0.0519	0.0114	0.356	0.0653	0.0291	0.00427	0.04	0.05	0.07	0.27	0.36	0.45	0.03	0.03	0.03
52	0.0507	0.0114	0.354	0.0669	0.0294	0.00417	0.04	0.05	0.07	0.27	0.36	0.46	0.03	0.03	0.04
53	0.0491	0.0111	0.351	0.0665	0.0301	0.00422	0.04	0.05	0.07	0.27	0.35	0.45	0.03	0.03	0.04
54	0.0477	0.011	0.347	0.0665	0.031	0.00445	0.03	0.05	0.07	0.26	0.35	0.45	0.03	0.03	0.04
55	0.0464	0.0109	0.347	0.0678	0.0317	0.00452	0.03	0.05	0.07	0.26	0.35	0.46	0.03	0.03	0.04
56	0.0452	0.0108	0.343	0.0679	0.032	0.00467	0.03	0.04	0.06	0.26	0.34	0.45	0.03	0.03	0.04
57	0.0439	0.0105	0.34	0.0676	0.0328	0.00465	0.03	0.04	0.06	0.25	0.34	0.45	0.03	0.03	0.04
58	0.043	0.0103	0.339	0.0676	0.0336	0.0049	0.03	0.04	0.06	0.25	0.34	0.45	0.03	0.03	0.04
59	0.0414	0.0101	0.334	0.0681	0.0345	0.00491	0.03	0.04	0.06	0.25	0.33	0.44	0.03	0.03	0.04
60	0.0406	0.0101	0.333	0.0686	0.035	0.00499	0.03	0.04	0.06	0.25	0.33	0.44	0.03	0.03	0.04
61	0.0398	0.0099	0.332	0.0693	0.0358	0.00493	0.03	0.04	0.06	0.25	0.33	0.45	0.03	0.04	0.04
62	0.0389	0.00983	0.33	0.0688	0.0362	0.00486	0.03	0.04	0.06	0.25	0.33	0.44	0.03	0.04	0.04
63	0.0379	0.00964	0.328	0.069	0.0372	0.00512	0.03	0.04	0.05	0.24	0.33	0.45	0.03	0.04	0.04
64	0.0366	0.00953	0.326	0.0699	0.0382	0.00519	0.03	0.04	0.05	0.24	0.33	0.44	0.03	0.04	0.05
65	0.0356	0.00933	0.325	0.0701	0.039	0.00532	0.02	0.03	0.05	0.24	0.32	0.44	0.03	0.04	0.05
66	0.0347	0.00908	0.323	0.07	0.0401	0.00552	0.02	0.03	0.05	0.24	0.32	0.44	0.03	0.04	0.05
67	0.034	0.00892	0.321	0.0695	0.0408	0.00546	0.02	0.03	0.05	0.24	0.32	0.44	0.03	0.04	0.05
68	0.0331	0.00879	0.32	0.0701	0.0418	0.00563	0.02	0.03	0.05	0.23	0.32	0.44	0.04	0.04	0.05
69	0.0324	0.00863	0.318	0.0698	0.0426	0.00574	0.02	0.03	0.05	0.23	0.32	0.44	0.04	0.04	0.05
70	0.0313	0.00859	0.314	0.0716	0.0437	0.00568	0.02	0.03	0.05	0.23	0.31	0.44	0.04	0.04	0.05
71	0.0307	0.00851	0.314	0.0711	0.044	0.00574	0.02	0.03	0.05	0.23	0.31	0.43	0.04	0.04	0.05
72	0.0297	0.00839	0.312	0.0712	0.0456	0.00594	0.02	0.03	0.04	0.23	0.31	0.43	0.04	0.04	0.06
73	0.0291	0.00827	0.311	0.072	0.0464	0.00605	0.02	0.03	0.04	0.23	0.31	0.44	0.04	0.05	0.06
74	0.0281	0.00808	0.308	0.0722	0.0473	0.00609	0.02	0.03	0.04	0.22	0.3	0.44	0.04	0.05	0.06
75	0.0276	0.00784	0.307	0.0713	0.0488	0.00623	0.02	0.03	0.04	0.22	0.3	0.43	0.04	0.05	0.06
76	0.027	0.00777	0.307	0.0713	0.0495	0.00626	0.02	0.03	0.04	0.22	0.3	0.43	0.04	0.05	0.06
77	0.0264	0.00766	0.303	0.0711	0.0506	0.00644	0.02	0.03	0.04	0.22	0.3	0.43	0.04	0.05	0.06
78	0.0258	0.00749	0.304	0.0707	0.0517	0.00644	0.02	0.02	0.04	0.22	0.3	0.43	0.04	0.05	0.06
79	0.025	0.0074	0.3	0.0723	0.0529	0.00654	0.02	0.02	0.04	0.21	0.29	0.43	0.05	0.05	0.06
80	0.0246	0.00731	0.299	0.0716	0.0535	0.00655	0.02	0.02	0.04	0.21	0.29	0.43	0.05	0.05	0.06
