Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.642	0.436	0.49	0.22	0.00446	0.00226	0.17	0.55	1.5	0.19	0.49	0.84	0.003	0.004	0.008
2	0.436	0.29	0.487	0.218	0.00585	0.00271	0.13	0.37	0.98	0.19	0.48	0.84	0.004	0.005	0.01
3	0.291	0.194	0.484	0.22	0.00778	0.00348	0.08	0.25	0.65	0.18	0.48	0.85	0.005	0.007	0.01
4	0.211	0.13	0.478	0.208	0.00929	0.00372	0.07	0.19	0.46	0.2	0.47	0.83	0.006	0.008	0.02
5	0.167	0.0897	0.472	0.188	0.0104	0.0035	0.07	0.15	0.33	0.22	0.46	0.79	0.007	0.01	0.02
6	0.141	0.0623	0.464	0.162	0.0112	0.00314	0.07	0.13	0.25	0.25	0.46	0.74	0.008	0.01	0.02
7	0.126	0.0447	0.458	0.136	0.0116	0.00284	0.07	0.12	0.2	0.28	0.45	0.7	0.009	0.01	0.02
8	0.118	0.0338	0.455	0.113	0.0119	0.00248	0.07	0.12	0.18	0.31	0.45	0.64	0.009	0.01	0.02
9	0.112	0.0266	0.451	0.0948	0.012	0.00222	0.08	0.11	0.16	0.32	0.45	0.61	0.009	0.01	0.02
10	0.109	0.0224	0.446	0.0822	0.0122	0.00207	0.08	0.11	0.15	0.34	0.45	0.58	0.01	0.01	0.02
11	0.106	0.02	0.441	0.074	0.0124	0.00201	0.08	0.11	0.14	0.34	0.44	0.56	0.01	0.01	0.02
12	0.105	0.0176	0.439	0.0667	0.0124	0.0019	0.08	0.11	0.13	0.35	0.44	0.55	0.01	0.01	0.02
13	0.102	0.0165	0.436	0.0627	0.0127	0.00192	0.08	0.1	0.13	0.36	0.44	0.54	0.01	0.01	0.02
14	0.101	0.0157	0.437	0.0596	0.0128	0.00187	0.08	0.1	0.13	0.36	0.44	0.54	0.01	0.01	0.02
15	0.0992	0.0153	0.434	0.058	0.013	0.00192	0.08	0.1	0.12	0.36	0.43	0.53	0.01	0.01	0.02
16	0.0991	0.0147	0.436	0.056	0.0133	0.00189	0.08	0.1	0.12	0.36	0.44	0.53	0.01	0.01	0.02
17	0.0984	0.0144	0.435	0.0544	0.0132	0.0019	0.08	0.1	0.12	0.37	0.43	0.53	0.01	0.01	0.02
18	0.0971	0.0139	0.434	0.053	0.0135	0.00189	0.08	0.1	0.12	0.37	0.43	0.52	0.01	0.01	0.02
19	0.0956	0.0139	0.433	0.0536	0.0137	0.00193	0.08	0.1	0.12	0.37	0.43	0.52	0.01	0.01	0.02
20	0.0933	0.0138	0.432	0.0537	0.0141	0.00196	0.08	0.09	0.11	0.36	0.43	0.52	0.01	0.01	0.02
21	0.0925	0.0137	0.43	0.0529	0.0144	0.00196	0.08	0.09	0.11	0.36	0.43	0.51	0.01	0.01	0.02
22	0.0918	0.0136	0.43	0.0529	0.0144	0.00199	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.01	0.02
23	0.0913	0.0132	0.428	0.0518	0.0146	0.00206	0.08	0.09	0.11	0.36	0.43	0.51	0.01	0.01	0.02
24	0.0902	0.0132	0.428	0.0516	0.015	0.00205	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.01	0.02
25	0.0898	0.0133	0.426	0.0517	0.015	0.00204	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.01	0.02
26	0.0887	0.0129	0.426	0.052	0.0154	0.00207	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.01	0.02
27	0.0882	0.0126	0.427	0.0503	0.0157	0.00207	0.07	0.09	0.11	0.37	0.43	0.5	0.01	0.02	0.02
28	0.0879	0.0126	0.428	0.0499	0.0158	0.00213	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.02	0.02
29	0.0868	0.0126	0.426	0.0515	0.0162	0.00212	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.02	0.02
30	0.087	0.0123	0.426	0.0508	0.0163	0.00206	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.02	0.02
31	0.0865	0.0121	0.426	0.0502	0.0165	0.0021	0.07	0.09	0.11	0.36	0.43	0.5	0.01	0.02	0.02
32	0.0862	0.012	0.426	0.0504	0.0167	0.00218	0.07	0.09	0.11	0.36	0.43	0.5	0.01	0.02	0.02
33	0.0855	0.012	0.425	0.0505	0.0171	0.00224	0.07	0.09	0.1	0.36	0.43	0.51	0.01	0.02	0.02
34	0.0852	0.0119	0.425	0.0511	0.0171	0.00218	0.07	0.08	0.11	0.36	0.43	0.51	0.01	0.02	0.02
35	0.0851	0.0119	0.425	0.0507	0.0174	0.00214	0.07	0.08	0.1	0.36	0.43	0.51	0.01	0.02	0.02
36	0.0848	0.0117	0.426	0.051	0.0175	0.00211	0.07	0.08	0.11	0.36	0.43	0.51	0.02	0.02	0.02
37	0.084	0.0113	0.425	0.0489	0.0177	0.0021	0.07	0.08	0.1	0.36	0.43	0.5	0.02	0.02	0.02
38	0.0836	0.0115	0.425	0.0491	0.018	0.00218	0.07	0.08	0.1	0.36	0.43	0.5	0.02	0.02	0.02
39	0.0837	0.0116	0.424	0.0488	0.0179	0.0022	0.07	0.08	0.1	0.36	0.42	0.5	0.02	0.02	0.02
40	0.0833	0.0115	0.425	0.0494	0.0183	0.00219	0.07	0.08	0.1	0.36	0.42	0.5	0.02	0.02	0.02
41	0.0831	0.0115	0.425	0.049	0.0185	0.00223	0.07	0.08	0.1	0.36	0.43	0.51	0.02	0.02	0.02
42	0.0836	0.0112	0.425	0.0487	0.0182	0.00227	0.07	0.08	0.1	0.36	0.43	0.51	0.02	0.02	0.02
43	0.0812	0.0109	0.423	0.0498	0.0184	0.00225	0.07	0.08	0.1	0.36	0.42	0.51	0.02	0.02	0.02
44	0.0787	0.0106	0.421	0.0511	0.0187	0.00227	0.07	0.08	0.1	0.35	0.42	0.5	0.02	0.02	0.02
45	0.0773	0.0105	0.42	0.0516	0.0188	0.00228	0.06	0.08	0.09	0.35	0.42	0.5	0.02	0.02	0.02
46	0.0749	0.0105	0.419	0.0522	0.0192	0.00234	0.06	0.07	0.09	0.35	0.42	0.5	0.02	0.02	0.02
47	0.0725	0.0103	0.418	0.0534	0.0195	0.00235	0.06	0.07	0.09	0.35	0.42	0.5	0.02	0.02	0.02
48	0.0708	0.0101	0.417	0.0532	0.0199	0.00242	0.06	0.07	0.09	0.35	0.42	0.5	0.02	0.02	0.02
49	0.0692	0.0104	0.415	0.0541	0.0202	0.00251	0.06	0.07	0.09	0.34	0.42	0.5	0.02	0.02	0.02
50	0.0678	0.0113	0.414	0.0559	0.0205	0.00261	0.06	0.07	0.08	0.34	0.41	0.5	0.02	0.02	0.03
51	0.066	0.0111	0.411	0.0569	0.021	0.00265	0.05	0.07	0.08	0.33	0.41	0.5	0.02	0.02	0.03
52	0.0641	0.0108	0.408	0.0572	0.0212	0.00269	0.05	0.06	0.08	0.33	0.41	0.5	0.02	0.02	0.03
