Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.726	0.501	0.493	0.218	0.00432	0.00271	0.2	0.62	1.7	0.21	0.49	0.85	0.003	0.004	0.008
2	0.656	0.435	0.492	0.212	0.00414	0.00227	0.2	0.56	1.5	0.22	0.48	0.84	0.002	0.004	0.007
3	0.579	0.381	0.491	0.211	0.00429	0.00233	0.18	0.49	1.3	0.22	0.48	0.85	0.003	0.004	0.008
4	0.512	0.338	0.488	0.211	0.00435	0.00235	0.16	0.43	1.2	0.22	0.47	0.84	0.003	0.004	0.008
5	0.465	0.3	0.486	0.208	0.00464	0.00224	0.15	0.39	1.1	0.22	0.47	0.84	0.003	0.004	0.008
6	0.425	0.27	0.484	0.205	0.00463	0.00219	0.14	0.36	0.96	0.22	0.47	0.83	0.003	0.004	0.008
7	0.395	0.243	0.481	0.2	0.00494	0.00231	0.14	0.34	0.87	0.23	0.47	0.82	0.003	0.004	0.008
8	0.37	0.221	0.479	0.196	0.00487	0.0022	0.13	0.32	0.8	0.23	0.46	0.81	0.003	0.004	0.008
9	0.344	0.203	0.476	0.194	0.00502	0.0022	0.13	0.3	0.74	0.23	0.46	0.8	0.003	0.005	0.008
10	0.326	0.188	0.475	0.19	0.00548	0.00233	0.13	0.28	0.69	0.24	0.46	0.8	0.003	0.005	0.009
11	0.313	0.175	0.472	0.185	0.00551	0.00223	0.12	0.27	0.66	0.24	0.46	0.79	0.004	0.005	0.009
12	0.303	0.165	0.471	0.181	0.00591	0.00226	0.12	0.26	0.62	0.25	0.46	0.78	0.004	0.005	0.01
13	0.296	0.156	0.47	0.176	0.00594	0.00222	0.13	0.26	0.59	0.25	0.46	0.77	0.004	0.006	0.009
14	0.29	0.148	0.47	0.171	0.00636	0.00228	0.13	0.26	0.57	0.26	0.46	0.77	0.004	0.006	0.01
15	0.289	0.143	0.469	0.165	0.00642	0.00228	0.13	0.26	0.56	0.26	0.46	0.75	0.004	0.006	0.01
16	0.281	0.139	0.465	0.164	0.00559	0.00203	0.13	0.25	0.55	0.26	0.46	0.75	0.004	0.005	0.009
17	0.27	0.134	0.464	0.165	0.00557	0.00209	0.12	0.24	0.53	0.26	0.46	0.74	0.004	0.005	0.009
18	0.261	0.131	0.462	0.166	0.0053	0.00204	0.11	0.24	0.51	0.25	0.45	0.74	0.003	0.005	0.009
19	0.251	0.128	0.461	0.167	0.0054	0.00213	0.11	0.23	0.5	0.25	0.45	0.74	0.003	0.005	0.009
20	0.242	0.126	0.46	0.168	0.0053	0.00212	0.1	0.22	0.48	0.25	0.45	0.74	0.003	0.005	0.009
