Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.365	0.535	0.488	0.47	0.0773	0.0363	0.0	0.04	1.5	0.0	0.43	1.0	0.03	0.07	0.12
2	0.314	0.462	0.489	0.468	0.066	0.0249	0.0	0.05	1.3	0.0	0.47	1.0	0.03	0.07	0.1
3	0.272	0.402	0.488	0.466	0.062	0.0216	0.0	0.05	1.2	0.0	0.46	1.0	0.03	0.07	0.09
4	0.233	0.348	0.486	0.463	0.0564	0.0197	0.0	0.05	0.99	0.0	0.46	1.0	0.03	0.06	0.09
5	0.203	0.304	0.483	0.459	0.0567	0.0204	0.0	0.05	0.87	0.0	0.47	1.0	0.03	0.06	0.09
6	0.175	0.264	0.48	0.454	0.0522	0.0198	0.0	0.05	0.76	0.0	0.46	1.0	0.03	0.05	0.09
7	0.152	0.23	0.477	0.448	0.0537	0.021	0.0	0.04	0.66	0.0	0.46	1.0	0.03	0.05	0.09
8	0.132	0.2	0.474	0.442	0.0506	0.0205	0.0	0.04	0.58	0.0	0.44	1.0	0.03	0.05	0.09
9	0.116	0.176	0.471	0.436	0.0486	0.0204	0.0	0.04	0.51	0.0	0.43	1.0	0.03	0.04	0.08
10	0.103	0.155	0.468	0.43	0.0519	0.0218	0.0	0.04	0.45	0.0	0.43	1.0	0.03	0.05	0.09
11	0.0928	0.138	0.467	0.424	0.0494	0.0211	0.0	0.04	0.41	0.0	0.42	1.0	0.03	0.04	0.09
12	0.0841	0.124	0.466	0.418	0.0524	0.0219	0.0	0.04	0.36	0.0	0.42	1.0	0.03	0.05	0.09
13	0.0767	0.112	0.465	0.413	0.0523	0.0219	2e-09	0.04	0.32	2e-07	0.4	1.0	0.03	0.05	0.09
14	0.0707	0.102	0.465	0.406	0.0564	0.0228	1e-08	0.03	0.29	2e-06	0.39	1.0	0.04	0.05	0.1
15	0.0656	0.0944	0.466	0.401	0.0585	0.0233	7e-08	0.03	0.27	9e-06	0.37	1.0	0.04	0.05	0.1
16	0.0611	0.0876	0.468	0.396	0.0513	0.0209	3e-07	0.03	0.25	4e-05	0.36	1.0	0.03	0.05	0.09
17	0.0575	0.0822	0.467	0.391	0.0501	0.0204	1e-06	0.03	0.23	0.0002	0.35	1.0	0.03	0.04	0.09
18	0.0544	0.0773	0.465	0.388	0.0465	0.0194	5e-06	0.02	0.21	0.0007	0.34	1.0	0.03	0.04	0.08
19	0.0518	0.073	0.464	0.385	0.0459	0.0191	2e-05	0.02	0.2	0.002	0.35	1.0	0.03	0.04	0.08
20	0.0496	0.0693	0.462	0.382	0.0438	0.0184	6e-05	0.02	0.19	0.006	0.35	1.0	0.03	0.04	0.08
