Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.752	0.505	0.49	0.212	0.00399	0.00211	0.21	0.66	1.7	0.21	0.48	0.85	0.002	0.003	0.008
2	0.7	0.436	0.483	0.199	0.00362	0.0015	0.22	0.61	1.5	0.22	0.47	0.82	0.002	0.003	0.006
3	0.658	0.381	0.475	0.186	0.00361	0.00139	0.24	0.59	1.4	0.23	0.46	0.8	0.002	0.003	0.006
4	0.621	0.339	0.468	0.176	0.00343	0.00128	0.24	0.56	1.3	0.24	0.46	0.77	0.002	0.003	0.006
5	0.602	0.303	0.46	0.162	0.00353	0.00124	0.25	0.55	1.2	0.25	0.45	0.74	0.002	0.003	0.006
6	0.584	0.274	0.454	0.151	0.00334	0.00113	0.27	0.54	1.1	0.26	0.45	0.71	0.002	0.003	0.005
7	0.577	0.25	0.449	0.139	0.00342	0.00112	0.29	0.54	1.0	0.27	0.44	0.68	0.002	0.003	0.006
8	0.565	0.23	0.446	0.129	0.00328	0.00103	0.29	0.54	0.97	0.28	0.44	0.66	0.002	0.003	0.005
9	0.543	0.214	0.445	0.124	0.00332	0.00101	0.29	0.52	0.92	0.29	0.44	0.65	0.002	0.003	0.005
10	0.533	0.2	0.444	0.118	0.00352	0.00102	0.29	0.51	0.89	0.3	0.44	0.64	0.002	0.003	0.005
11	0.528	0.189	0.444	0.111	0.00343	0.00095	0.3	0.51	0.86	0.3	0.44	0.62	0.002	0.003	0.005
12	0.528	0.179	0.445	0.105	0.00355	0.000947	0.31	0.51	0.84	0.31	0.44	0.62	0.003	0.003	0.005
13	0.533	0.172	0.447	0.0984	0.00347	0.000877	0.32	0.52	0.82	0.32	0.45	0.61	0.002	0.003	0.005
14	0.542	0.166	0.449	0.0928	0.00356	0.000856	0.34	0.53	0.82	0.33	0.45	0.6	0.003	0.003	0.005
15	0.556	0.162	0.451	0.0868	0.0035	0.000801	0.35	0.55	0.83	0.34	0.45	0.59	0.003	0.003	0.005
16	0.553	0.158	0.451	0.0843	0.00334	0.000743	0.35	0.55	0.82	0.34	0.45	0.59	0.003	0.003	0.005
17	0.541	0.154	0.452	0.0832	0.0034	0.000755	0.35	0.54	0.8	0.35	0.45	0.58	0.003	0.003	0.005
18	0.525	0.15	0.452	0.083	0.00341	0.000759	0.33	0.52	0.78	0.35	0.45	0.59	0.003	0.003	0.005
19	0.507	0.147	0.454	0.0831	0.00355	0.0008	0.32	0.5	0.76	0.35	0.46	0.59	0.003	0.003	0.005
20	0.488	0.144	0.456	0.084	0.00363	0.000837	0.3	0.49	0.73	0.35	0.46	0.59	0.003	0.004	0.005
