Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.831	0.497	0.487	0.192	0.00323	0.00131	0.27	0.74	1.8	0.24	0.49	0.81	0.002	0.003	0.005
2	0.777	0.428	0.487	0.177	0.00297	0.000973	0.29	0.69	1.6	0.25	0.49	0.78	0.002	0.003	0.005
3	0.704	0.373	0.487	0.172	0.00298	0.000933	0.28	0.63	1.4	0.26	0.48	0.77	0.002	0.003	0.005
4	0.638	0.328	0.485	0.169	0.00292	0.000883	0.27	0.57	1.3	0.26	0.48	0.77	0.002	0.003	0.004
5	0.6	0.291	0.483	0.162	0.00297	0.000832	0.27	0.54	1.2	0.27	0.48	0.75	0.002	0.003	0.004
6	0.564	0.261	0.481	0.156	0.00288	0.000772	0.27	0.52	1.1	0.27	0.48	0.74	0.002	0.003	0.004
7	0.545	0.236	0.479	0.148	0.00292	0.000739	0.27	0.51	1.0	0.28	0.47	0.73	0.002	0.003	0.004
8	0.526	0.216	0.476	0.141	0.00282	0.000681	0.27	0.5	0.93	0.29	0.47	0.71	0.002	0.003	0.004
9	0.5	0.199	0.475	0.137	0.00286	0.000677	0.26	0.48	0.88	0.29	0.47	0.7	0.002	0.003	0.004
10	0.49	0.186	0.473	0.13	0.00297	0.00067	0.27	0.47	0.83	0.3	0.47	0.69	0.002	0.003	0.004
11	0.482	0.175	0.472	0.124	0.0029	0.00063	0.27	0.47	0.79	0.31	0.47	0.68	0.002	0.003	0.004
12	0.482	0.165	0.472	0.118	0.00298	0.000614	0.28	0.47	0.77	0.32	0.47	0.67	0.002	0.003	0.004
13	0.481	0.158	0.472	0.112	0.00291	0.000576	0.29	0.47	0.76	0.33	0.47	0.66	0.002	0.003	0.004
14	0.485	0.152	0.472	0.106	0.00299	0.00056	0.3	0.47	0.75	0.33	0.47	0.65	0.002	0.003	0.004
15	0.492	0.147	0.473	0.101	0.00294	0.000528	0.31	0.48	0.75	0.34	0.47	0.64	0.002	0.003	0.004
16	0.477	0.143	0.471	0.101	0.00267	0.000493	0.3	0.47	0.73	0.34	0.47	0.64	0.002	0.003	0.004
17	0.46	0.139	0.47	0.101	0.00266	0.000509	0.28	0.45	0.7	0.34	0.47	0.64	0.002	0.003	0.003
18	0.443	0.136	0.468	0.102	0.00262	0.000525	0.27	0.43	0.68	0.33	0.47	0.64	0.002	0.003	0.003
19	0.426	0.134	0.467	0.103	0.00267	0.00056	0.25	0.42	0.66	0.33	0.47	0.64	0.002	0.003	0.004
20	0.411	0.132	0.466	0.104	0.00269	0.000591	0.24	0.4	0.64	0.33	0.46	0.64	0.002	0.003	0.004
