Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.737	0.478	0.496	0.21	0.00145	0.00207	0.23	0.62	1.6	0.22	0.49	0.85	0.0008	0.001	0.002
2	0.666	0.406	0.499	0.204	0.0019	0.00232	0.25	0.56	1.5	0.23	0.49	0.85	0.001	0.002	0.003
3	0.61	0.354	0.498	0.198	0.0021	0.00219	0.23	0.53	1.3	0.24	0.49	0.84	0.001	0.002	0.003
4	0.563	0.312	0.496	0.191	0.00219	0.00202	0.23	0.49	1.2	0.25	0.49	0.82	0.001	0.002	0.003
5	0.531	0.28	0.492	0.182	0.00233	0.00198	0.23	0.47	1.1	0.26	0.49	0.8	0.002	0.002	0.003
6	0.507	0.252	0.488	0.172	0.00236	0.0019	0.23	0.46	0.97	0.27	0.48	0.78	0.002	0.002	0.003
7	0.489	0.231	0.484	0.163	0.00246	0.0019	0.23	0.45	0.91	0.28	0.48	0.75	0.002	0.002	0.003
8	0.477	0.214	0.48	0.154	0.00244	0.00185	0.23	0.45	0.86	0.28	0.48	0.73	0.002	0.002	0.003
9	0.458	0.199	0.478	0.149	0.0025	0.00183	0.23	0.43	0.81	0.29	0.48	0.72	0.002	0.002	0.003
10	0.449	0.188	0.476	0.142	0.0026	0.00187	0.22	0.43	0.78	0.3	0.47	0.7	0.002	0.002	0.004
11	0.448	0.179	0.474	0.134	0.00258	0.00186	0.23	0.43	0.76	0.31	0.47	0.69	0.002	0.002	0.003
12	0.453	0.171	0.474	0.127	0.00263	0.00192	0.24	0.44	0.75	0.32	0.48	0.67	0.002	0.002	0.004
13	0.466	0.166	0.474	0.119	0.00258	0.00194	0.26	0.45	0.74	0.33	0.48	0.66	0.002	0.002	0.003
14	0.483	0.161	0.474	0.112	0.00261	0.00204	0.28	0.47	0.75	0.34	0.48	0.65	0.002	0.002	0.003
15	0.506	0.158	0.475	0.105	0.00257	0.00212	0.31	0.5	0.76	0.35	0.48	0.63	0.002	0.002	0.003
16	0.513	0.156	0.474	0.101	0.00248	0.0021	0.32	0.51	0.76	0.35	0.48	0.63	0.002	0.002	0.003
17	0.505	0.153	0.473	0.0997	0.0025	0.00212	0.31	0.5	0.75	0.35	0.48	0.62	0.002	0.002	0.003
18	0.495	0.151	0.472	0.0992	0.0025	0.0021	0.3	0.49	0.73	0.35	0.48	0.62	0.002	0.002	0.003
19	0.481	0.148	0.472	0.0993	0.00255	0.0021	0.29	0.48	0.72	0.35	0.48	0.62	0.002	0.002	0.003
20	0.467	0.146	0.471	0.0998	0.00257	0.00208	0.28	0.46	0.7	0.35	0.48	0.62	0.002	0.002	0.003
