Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.56	0.41	0.497	0.237	0.00417	0.0032	0.13	0.47	1.4	0.17	0.5	0.87	0.002	0.003	0.008
2	0.389	0.266	0.495	0.229	0.00482	0.00285	0.11	0.33	0.91	0.18	0.49	0.86	0.003	0.004	0.009
3	0.271	0.176	0.495	0.223	0.00587	0.00266	0.08	0.23	0.62	0.2	0.49	0.85	0.004	0.005	0.01
4	0.203	0.112	0.492	0.203	0.00664	0.00256	0.08	0.18	0.43	0.23	0.49	0.84	0.004	0.006	0.01
5	0.169	0.0732	0.489	0.174	0.00696	0.00213	0.08	0.16	0.31	0.27	0.48	0.79	0.005	0.007	0.01
6	0.152	0.0495	0.485	0.144	0.00713	0.00185	0.09	0.15	0.25	0.3	0.48	0.73	0.005	0.007	0.01
7	0.143	0.0359	0.479	0.115	0.00721	0.00174	0.1	0.14	0.2	0.34	0.48	0.68	0.006	0.007	0.01
8	0.138	0.0284	0.475	0.093	0.00707	0.00149	0.1	0.14	0.18	0.36	0.47	0.63	0.006	0.007	0.009
9	0.134	0.0248	0.471	0.0773	0.00717	0.00152	0.1	0.13	0.17	0.37	0.47	0.6	0.006	0.007	0.01
10	0.133	0.0232	0.468	0.0662	0.00708	0.00148	0.1	0.13	0.17	0.38	0.47	0.57	0.006	0.007	0.01
11	0.13	0.0217	0.468	0.0607	0.00716	0.00147	0.1	0.13	0.17	0.39	0.47	0.56	0.006	0.007	0.01
12	0.128	0.0209	0.467	0.0543	0.0072	0.00142	0.1	0.13	0.17	0.4	0.47	0.55	0.006	0.007	0.009
13	0.128	0.0203	0.466	0.052	0.00711	0.00137	0.1	0.13	0.16	0.4	0.47	0.55	0.006	0.007	0.01
14	0.126	0.0203	0.466	0.0503	0.00729	0.00138	0.1	0.13	0.16	0.4	0.47	0.54	0.006	0.007	0.01
15	0.123	0.0196	0.465	0.0487	0.00732	0.00137	0.1	0.12	0.16	0.4	0.47	0.54	0.006	0.007	0.01
16	0.123	0.0199	0.463	0.0478	0.00732	0.00139	0.1	0.12	0.16	0.4	0.46	0.54	0.006	0.007	0.01
17	0.122	0.0194	0.463	0.047	0.00744	0.00144	0.1	0.12	0.16	0.4	0.46	0.54	0.006	0.007	0.01
18	0.121	0.0194	0.463	0.0462	0.00739	0.00138	0.1	0.12	0.15	0.41	0.46	0.54	0.006	0.007	0.01
19	0.12	0.0194	0.462	0.0454	0.00743	0.00138	0.1	0.12	0.15	0.41	0.46	0.54	0.006	0.007	0.01
20	0.119	0.0196	0.463	0.0452	0.00751	0.00141	0.09	0.12	0.15	0.41	0.46	0.54	0.006	0.007	0.01
21	0.118	0.0193	0.462	0.0445	0.00754	0.00138	0.1	0.12	0.15	0.41	0.46	0.53	0.006	0.007	0.01
22	0.117	0.0193	0.462	0.0447	0.00762	0.00142	0.09	0.12	0.15	0.41	0.46	0.53	0.006	0.007	0.01
23	0.116	0.0194	0.461	0.0451	0.00772	0.00142	0.09	0.11	0.15	0.41	0.46	0.53	0.006	0.008	0.01
24	0.115	0.0194	0.461	0.0445	0.00775	0.00136	0.09	0.11	0.15	0.41	0.46	0.53	0.006	0.008	0.01
25	0.114	0.0196	0.46	0.0441	0.00768	0.00133	0.09	0.11	0.15	0.4	0.46	0.53	0.006	0.007	0.01
26	0.112	0.0196	0.459	0.043	0.00784	0.00138	0.09	0.11	0.14	0.41	0.46	0.53	0.006	0.008	0.01
27	0.111	0.0194	0.457	0.0441	0.00786	0.00141	0.09	0.11	0.14	0.4	0.46	0.53	0.006	0.008	0.01
28	0.109	0.0195	0.457	0.0449	0.00801	0.00139	0.09	0.11	0.14	0.4	0.46	0.53	0.007	0.008	0.01
29	0.108	0.0196	0.456	0.0452	0.00805	0.00138	0.09	0.11	0.14	0.4	0.46	0.53	0.007	0.008	0.01
