Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.585	0.439	0.493	0.238	0.00592	0.00395	0.14	0.48	1.4	0.17	0.49	0.88	0.003	0.005	0.01
2	0.383	0.291	0.492	0.243	0.00801	0.00519	0.09	0.31	0.97	0.16	0.49	0.89	0.004	0.007	0.01
3	0.251	0.191	0.49	0.247	0.0106	0.00618	0.06	0.2	0.64	0.16	0.48	0.9	0.006	0.009	0.02
4	0.177	0.125	0.487	0.239	0.0132	0.00618	0.05	0.14	0.44	0.18	0.47	0.89	0.008	0.01	0.02
5	0.134	0.0827	0.481	0.222	0.0151	0.00618	0.05	0.12	0.3	0.2	0.46	0.86	0.01	0.01	0.02
6	0.109	0.0557	0.473	0.197	0.0165	0.00607	0.05	0.1	0.22	0.22	0.46	0.81	0.01	0.02	0.03
7	0.095	0.0393	0.465	0.171	0.0172	0.00532	0.05	0.09	0.17	0.24	0.46	0.75	0.01	0.02	0.03
8	0.0873	0.0298	0.455	0.147	0.0177	0.00463	0.05	0.09	0.14	0.27	0.45	0.71	0.01	0.02	0.02
9	0.0822	0.0243	0.447	0.128	0.0181	0.00394	0.05	0.08	0.12	0.28	0.44	0.66	0.01	0.02	0.02
10	0.0806	0.0213	0.443	0.113	0.0181	0.00353	0.05	0.08	0.11	0.3	0.44	0.63	0.01	0.02	0.02
11	0.0784	0.019	0.438	0.102	0.0183	0.00336	0.05	0.08	0.11	0.31	0.43	0.6	0.01	0.02	0.02
12	0.0761	0.0177	0.435	0.0954	0.0185	0.00354	0.05	0.08	0.11	0.31	0.43	0.59	0.01	0.02	0.02
13	0.0746	0.0166	0.432	0.0903	0.0187	0.00333	0.05	0.07	0.1	0.32	0.43	0.57	0.01	0.02	0.02
14	0.0735	0.0161	0.43	0.0872	0.019	0.00336	0.05	0.07	0.1	0.32	0.43	0.57	0.02	0.02	0.03
15	0.0724	0.0154	0.429	0.0853	0.0194	0.0034	0.05	0.07	0.1	0.32	0.43	0.56	0.02	0.02	0.03
16	0.0718	0.0149	0.428	0.0831	0.0195	0.00327	0.05	0.07	0.1	0.33	0.43	0.57	0.02	0.02	0.03
17	0.0717	0.0148	0.428	0.0821	0.0197	0.00351	0.05	0.07	0.1	0.33	0.43	0.56	0.02	0.02	0.03
18	0.0701	0.0147	0.426	0.0826	0.0201	0.0036	0.05	0.07	0.09	0.32	0.43	0.56	0.02	0.02	0.03
19	0.0686	0.0147	0.424	0.0817	0.0205	0.00354	0.05	0.07	0.09	0.32	0.42	0.55	0.02	0.02	0.03
20	0.0675	0.0146	0.422	0.0814	0.0208	0.00348	0.05	0.07	0.09	0.32	0.42	0.55	0.02	0.02	0.03
21	0.0663	0.0146	0.421	0.0825	0.0214	0.00363	0.05	0.07	0.09	0.31	0.42	0.55	0.02	0.02	0.03
22	0.0654	0.0145	0.421	0.0824	0.0216	0.00358	0.05	0.06	0.09	0.31	0.42	0.54	0.02	0.02	0.03
23	0.0644	0.0144	0.419	0.0832	0.0219	0.00377	0.05	0.06	0.09	0.31	0.42	0.55	0.02	0.02	0.03
24	0.0637	0.0146	0.418	0.085	0.0223	0.00405	0.05	0.06	0.09	0.31	0.42	0.55	0.02	0.02	0.03
25	0.0633	0.0144	0.417	0.0856	0.0221	0.00382	0.05	0.06	0.09	0.31	0.42	0.56	0.02	0.02	0.03
26	0.0621	0.0144	0.417	0.085	0.0229	0.00399	0.05	0.06	0.09	0.31	0.42	0.55	0.02	0.02	0.03
27	0.0622	0.0149	0.415	0.0865	0.0229	0.00407	0.04	0.06	0.09	0.31	0.42	0.55	0.02	0.02	0.03
28	0.061	0.0146	0.413	0.0874	0.0234	0.00403	0.04	0.06	0.09	0.3	0.41	0.55	0.02	0.02	0.03
29	0.0599	0.0145	0.412	0.088	0.0239	0.00413	0.04	0.06	0.08	0.3	0.41	0.55	0.02	0.02	0.03
30	0.059	0.0145	0.412	0.0896	0.0242	0.00428	0.04	0.06	0.08	0.3	0.42	0.55	0.02	0.02	0.03
31	0.0581	0.0144	0.409	0.0898	0.0246	0.0043	0.04	0.06	0.08	0.3	0.41	0.55	0.02	0.02	0.03
32	0.0568	0.0144	0.407	0.0919	0.0253	0.00471	0.04	0.06	0.08	0.29	0.41	0.55	0.02	0.02	0.03
33	0.0563	0.0144	0.406	0.0927	0.0256	0.00479	0.04	0.06	0.08	0.29	0.41	0.55	0.02	0.03	0.03
34	0.0557	0.0142	0.403	0.0927	0.0258	0.00472	0.04	0.06	0.08	0.28	0.41	0.55	0.02	0.02	0.03
35	0.0553	0.0141	0.403	0.0911	0.0262	0.00457	0.04	0.05	0.08	0.29	0.41	0.54	0.02	0.03	0.03
36	0.0547	0.0143	0.401	0.0927	0.0262	0.00477	0.04	0.05	0.08	0.28	0.4	0.54	0.02	0.03	0.03
37	0.0536	0.0142	0.399	0.0935	0.0269	0.00496	0.04	0.05	0.08	0.28	0.4	0.54	0.02	0.03	0.04
38	0.0528	0.014	0.398	0.0928	0.0275	0.00494	0.04	0.05	0.08	0.28	0.4	0.54	0.02	0.03	0.04
39	0.0527	0.0138	0.398	0.0928	0.0275	0.00482	0.04	0.05	0.08	0.28	0.4	0.55	0.02	0.03	0.04
40	0.0528	0.014	0.398	0.094	0.028	0.00501	0.04	0.05	0.08	0.28	0.4	0.54	0.02	0.03	0.04
41	0.0524	0.014	0.398	0.0949	0.0282	0.0049	0.03	0.05	0.08	0.28	0.4	0.55	0.02	0.03	0.04
42	0.0525	0.0142	0.397	0.0948	0.0286	0.00492	0.03	0.05	0.08	0.28	0.4	0.55	0.02	0.03	0.04
43	0.0525	0.0143	0.397	0.0963	0.0285	0.00495	0.03	0.05	0.07	0.28	0.4	0.55	0.02	0.03	0.04
44	0.0516	0.0138	0.397	0.0954	0.0292	0.00498	0.03	0.05	0.07	0.27	0.4	0.54	0.02	0.03	0.04
