Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.602	0.443	0.493	0.233	0.00507	0.00536	0.14	0.49	1.5	0.17	0.49	0.88	0.003	0.004	0.009
2	0.391	0.292	0.488	0.238	0.00729	0.0049	0.09	0.32	0.97	0.17	0.48	0.88	0.004	0.006	0.01
3	0.273	0.193	0.482	0.23	0.00929	0.00459	0.08	0.22	0.66	0.18	0.47	0.86	0.005	0.008	0.02
4	0.21	0.129	0.476	0.207	0.0106	0.00396	0.08	0.18	0.46	0.22	0.46	0.82	0.007	0.01	0.02
5	0.173	0.0862	0.468	0.18	0.0116	0.00362	0.08	0.16	0.33	0.24	0.46	0.77	0.008	0.01	0.02
6	0.149	0.0591	0.46	0.154	0.0123	0.00324	0.08	0.14	0.26	0.26	0.45	0.72	0.009	0.01	0.02
7	0.136	0.0423	0.452	0.127	0.0127	0.00281	0.08	0.13	0.21	0.29	0.45	0.66	0.01	0.01	0.02
8	0.128	0.0327	0.443	0.106	0.0131	0.00255	0.09	0.13	0.18	0.31	0.44	0.61	0.01	0.01	0.02
9	0.122	0.0269	0.438	0.0907	0.0134	0.00233	0.09	0.12	0.16	0.32	0.44	0.58	0.01	0.01	0.02
10	0.119	0.0236	0.436	0.08	0.0136	0.0022	0.09	0.12	0.15	0.33	0.44	0.56	0.01	0.01	0.02
11	0.115	0.0209	0.435	0.0709	0.0138	0.00205	0.09	0.12	0.15	0.34	0.44	0.54	0.01	0.01	0.02
12	0.112	0.0188	0.432	0.0665	0.0142	0.00206	0.09	0.11	0.14	0.35	0.44	0.53	0.01	0.01	0.02
13	0.109	0.0179	0.431	0.0636	0.0144	0.00205	0.09	0.11	0.14	0.35	0.44	0.52	0.01	0.01	0.02
14	0.106	0.0176	0.427	0.0633	0.0146	0.00206	0.08	0.11	0.13	0.34	0.43	0.52	0.01	0.01	0.02
15	0.104	0.0167	0.426	0.0605	0.0149	0.00211	0.08	0.11	0.13	0.34	0.43	0.52	0.01	0.01	0.02
