Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.653	0.432	0.489	0.214	0.00394	0.00179	0.19	0.55	1.5	0.2	0.48	0.85	0.002	0.004	0.007
2	0.431	0.28	0.488	0.213	0.00542	0.00199	0.13	0.37	0.98	0.2	0.48	0.84	0.004	0.005	0.009
3	0.292	0.188	0.487	0.215	0.00713	0.00252	0.09	0.25	0.66	0.2	0.48	0.85	0.005	0.007	0.01
4	0.215	0.125	0.483	0.201	0.00849	0.00261	0.08	0.19	0.46	0.22	0.47	0.83	0.006	0.008	0.01
5	0.172	0.0833	0.477	0.177	0.00941	0.00245	0.08	0.16	0.33	0.25	0.47	0.78	0.007	0.009	0.01
6	0.149	0.0567	0.469	0.148	0.00998	0.00214	0.08	0.14	0.25	0.28	0.46	0.72	0.008	0.01	0.01
7	0.138	0.0414	0.462	0.121	0.0102	0.00186	0.08	0.14	0.21	0.31	0.46	0.67	0.008	0.01	0.01
8	0.133	0.032	0.454	0.098	0.0103	0.00163	0.09	0.13	0.19	0.33	0.45	0.62	0.009	0.01	0.01
9	0.128	0.0259	0.449	0.0817	0.0104	0.00152	0.1	0.13	0.17	0.34	0.45	0.58	0.009	0.01	0.01
10	0.127	0.0232	0.445	0.0716	0.0105	0.00148	0.1	0.13	0.16	0.35	0.45	0.56	0.009	0.01	0.01
11	0.126	0.0209	0.443	0.0629	0.0105	0.0014	0.1	0.13	0.16	0.36	0.45	0.54	0.009	0.01	0.01
12	0.124	0.0199	0.441	0.0576	0.0106	0.0014	0.1	0.13	0.16	0.37	0.44	0.53	0.009	0.01	0.01
13	0.123	0.0191	0.437	0.0565	0.0107	0.00137	0.1	0.12	0.15	0.37	0.44	0.52	0.009	0.01	0.01
14	0.122	0.0185	0.437	0.0529	0.0108	0.00139	0.1	0.12	0.15	0.37	0.44	0.52	0.009	0.01	0.01
15	0.121	0.0184	0.437	0.0504	0.011	0.00141	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.01
16	0.121	0.018	0.436	0.0496	0.011	0.00141	0.1	0.12	0.15	0.37	0.44	0.52	0.01	0.01	0.01
17	0.12	0.018	0.434	0.0493	0.0111	0.00146	0.1	0.12	0.15	0.37	0.44	0.51	0.01	0.01	0.01
18	0.12	0.0183	0.433	0.0487	0.0111	0.00146	0.1	0.12	0.15	0.37	0.43	0.51	0.01	0.01	0.01
19	0.118	0.0181	0.431	0.0492	0.0113	0.00149	0.1	0.12	0.15	0.37	0.43	0.51	0.01	0.01	0.01
