Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.616	0.404	0.488	0.212	0.00474	0.00218	0.19	0.54	1.4	0.21	0.48	0.83	0.003	0.004	0.008
2	0.421	0.266	0.486	0.207	0.00593	0.00239	0.13	0.37	0.91	0.21	0.48	0.83	0.004	0.005	0.01
3	0.287	0.175	0.483	0.205	0.00751	0.00269	0.1	0.26	0.6	0.21	0.48	0.81	0.005	0.007	0.01
4	0.212	0.117	0.48	0.189	0.00905	0.00295	0.08	0.19	0.42	0.23	0.48	0.8	0.006	0.009	0.01
5	0.169	0.0776	0.476	0.165	0.00999	0.00279	0.08	0.16	0.31	0.26	0.47	0.76	0.007	0.01	0.02
6	0.147	0.0525	0.471	0.136	0.0106	0.00247	0.09	0.14	0.24	0.3	0.47	0.7	0.008	0.01	0.01
7	0.135	0.0371	0.465	0.111	0.0106	0.0021	0.09	0.13	0.2	0.33	0.46	0.65	0.008	0.01	0.01
8	0.127	0.0278	0.46	0.0909	0.011	0.00191	0.09	0.13	0.17	0.35	0.45	0.61	0.009	0.01	0.01
9	0.123	0.022	0.456	0.0753	0.011	0.00177	0.1	0.12	0.16	0.36	0.45	0.58	0.009	0.01	0.01
10	0.122	0.0188	0.452	0.0634	0.0111	0.00168	0.1	0.12	0.15	0.37	0.45	0.55	0.009	0.01	0.01
11	0.12	0.0172	0.45	0.0579	0.0112	0.00159	0.1	0.12	0.15	0.38	0.45	0.54	0.009	0.01	0.01
12	0.118	0.0158	0.449	0.0533	0.0112	0.00154	0.1	0.12	0.14	0.38	0.45	0.54	0.009	0.01	0.01
13	0.117	0.015	0.449	0.0481	0.0113	0.00149	0.1	0.12	0.14	0.39	0.45	0.53	0.01	0.01	0.01
14	0.116	0.0144	0.447	0.046	0.0114	0.00149	0.1	0.12	0.14	0.39	0.44	0.53	0.01	0.01	0.01
15	0.115	0.0149	0.445	0.0454	0.0116	0.00154	0.1	0.11	0.14	0.39	0.44	0.52	0.01	0.01	0.01
16	0.114	0.0142	0.446	0.0451	0.0116	0.00148	0.1	0.11	0.14	0.39	0.44	0.52	0.01	0.01	0.01
17	0.114	0.0142	0.446	0.0424	0.0117	0.00151	0.1	0.11	0.14	0.39	0.45	0.52	0.01	0.01	0.01
18	0.113	0.014	0.445	0.0427	0.0118	0.00151	0.1	0.11	0.14	0.39	0.44	0.52	0.01	0.01	0.01
19	0.112	0.014	0.444	0.0429	0.0118	0.00153	0.09	0.11	0.13	0.39	0.44	0.52	0.01	0.01	0.01
20	0.112	0.0145	0.443	0.043	0.0119	0.00153	0.09	0.11	0.13	0.39	0.44	0.52	0.01	0.01	0.01
21	0.11	0.0144	0.441	0.0425	0.0122	0.00156	0.09	0.11	0.13	0.39	0.44	0.51	0.01	0.01	0.01
22	0.11	0.0143	0.441	0.0431	0.0122	0.00154	0.09	0.11	0.13	0.39	0.44	0.51	0.01	0.01	0.02
23	0.108	0.014	0.44	0.0421	0.0124	0.00156	0.09	0.11	0.13	0.39	0.44	0.51	0.01	0.01	0.02
24	0.108	0.014	0.439	0.0424	0.0125	0.00156	0.09	0.11	0.13	0.38	0.44	0.51	0.01	0.01	0.02
25	0.107	0.0138	0.438	0.0419	0.0125	0.00164	0.09	0.11	0.13	0.39	0.44	0.51	0.01	0.01	0.02
26	0.107	0.0137	0.438	0.0425	0.0126	0.00164	0.09	0.11	0.13	0.38	0.44	0.51	0.01	0.01	0.02
27	0.105	0.0136	0.438	0.0431	0.0129	0.0017	0.09	0.1	0.13	0.38	0.44	0.51	0.01	0.01	0.02
28	0.104	0.0132	0.437	0.0429	0.0129	0.00168	0.09	0.1	0.13	0.38	0.44	0.51	0.01	0.01	0.02
29	0.103	0.013	0.437	0.0425	0.0132	0.00173	0.09	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
30	0.103	0.0129	0.438	0.0422	0.0133	0.00174	0.09	0.1	0.12	0.38	0.44	0.51	0.01	0.01	0.02
31	0.102	0.0131	0.437	0.042	0.0135	0.0017	0.09	0.1	0.12	0.38	0.44	0.51	0.01	0.01	0.02
32	0.101	0.013	0.436	0.0427	0.0136	0.00172	0.09	0.1	0.12	0.38	0.44	0.51	0.01	0.01	0.02
33	0.0998	0.0129	0.435	0.0424	0.0137	0.00178	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
34	0.0988	0.0129	0.434	0.0439	0.0139	0.00186	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
35	0.0993	0.0129	0.435	0.0444	0.0141	0.00192	0.08	0.1	0.12	0.38	0.44	0.51	0.01	0.01	0.02
36	0.0988	0.0129	0.434	0.0446	0.014	0.00186	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
37	0.0979	0.013	0.433	0.0449	0.0143	0.00186	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
38	0.0964	0.013	0.432	0.0448	0.0146	0.00182	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
39	0.0962	0.0129	0.433	0.0452	0.0148	0.00187	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
40	0.0954	0.0128	0.433	0.0458	0.015	0.0019	0.08	0.1	0.11	0.38	0.43	0.51	0.01	0.01	0.02
41	0.0947	0.0129	0.432	0.0454	0.0151	0.00195	0.08	0.09	0.11	0.37	0.43	0.5	0.01	0.01	0.02
42	0.0946	0.0129	0.433	0.0451	0.0153	0.00195	0.08	0.09	0.12	0.38	0.43	0.51	0.01	0.02	0.02
43	0.0945	0.0126	0.432	0.0453	0.0154	0.00195	0.08	0.09	0.11	0.37	0.43	0.5	0.01	0.02	0.02
44	0.0934	0.0121	0.431	0.0454	0.0157	0.00196	0.08	0.09	0.11	0.37	0.43	0.5	0.01	0.02	0.02
45	0.0933	0.0123	0.43	0.046	0.0157	0.00197	0.08	0.09	0.11	0.37	0.43	0.5	0.01	0.02	0.02
