Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.319	0.468	0.488	0.47	0.0918	0.0374	0.0	0.04	1.3	0.0	0.41	1.0	0.04	0.1	0.14
2	0.21	0.308	0.488	0.466	0.0819	0.0295	0.0	0.04	0.88	0.0	0.46	1.0	0.05	0.08	0.13
3	0.138	0.201	0.484	0.458	0.0807	0.0343	0.0	0.04	0.58	0.0	0.48	1.0	0.05	0.07	0.15
4	0.0911	0.13	0.476	0.447	0.0823	0.0396	0.0	0.04	0.38	0.0	0.47	1.0	0.05	0.07	0.16
5	0.062	0.0828	0.467	0.43	0.0818	0.042	0.0	0.04	0.24	0.0	0.46	1.0	0.05	0.07	0.16
6	0.044	0.0524	0.456	0.409	0.0841	0.0438	0.0	0.04	0.15	0.0	0.45	1.0	0.05	0.07	0.17
7	0.0341	0.0356	0.446	0.385	0.0844	0.0434	4e-10	0.03	0.09	6e-07	0.45	0.98	0.04	0.07	0.16
8	0.029	0.0276	0.441	0.358	0.0864	0.0442	8e-06	0.03	0.07	0.003	0.47	0.94	0.04	0.07	0.17
9	0.0266	0.0243	0.441	0.334	0.0882	0.0445	0.0002	0.03	0.06	0.05	0.47	0.92	0.04	0.08	0.17
10	0.0252	0.0224	0.44	0.315	0.0902	0.045	0.0004	0.03	0.06	0.06	0.46	0.9	0.04	0.08	0.18
11	0.0241	0.0211	0.435	0.306	0.0921	0.0442	0.0005	0.03	0.06	0.07	0.45	0.89	0.05	0.08	0.18
12	0.0234	0.0202	0.434	0.298	0.0929	0.0448	0.0006	0.03	0.05	0.07	0.45	0.89	0.05	0.08	0.18
13	0.023	0.0197	0.432	0.293	0.0929	0.0439	0.0007	0.02	0.05	0.07	0.46	0.89	0.05	0.08	0.17
14	0.0229	0.0193	0.435	0.29	0.0966	0.0444	0.0007	0.02	0.05	0.08	0.46	0.89	0.05	0.09	0.18
15	0.0222	0.0185	0.431	0.283	0.0962	0.0443	0.0008	0.02	0.05	0.08	0.45	0.9	0.05	0.09	0.18
16	0.022	0.0184	0.428	0.284	0.0969	0.0444	0.0008	0.02	0.05	0.08	0.45	0.89	0.05	0.09	0.18
17	0.0218	0.0181	0.428	0.284	0.0985	0.0444	0.0009	0.02	0.05	0.08	0.44	0.9	0.05	0.09	0.18
18	0.0217	0.0179	0.428	0.281	0.0982	0.0445	0.0009	0.02	0.05	0.08	0.44	0.9	0.05	0.09	0.18
19	0.0213	0.0177	0.425	0.281	0.0999	0.0455	0.0008	0.02	0.05	0.08	0.43	0.89	0.05	0.09	0.19
20	0.0213	0.0175	0.427	0.28	0.101	0.0451	0.0009	0.02	0.05	0.08	0.44	0.89	0.05	0.09	0.19
21	0.0209	0.0171	0.425	0.278	0.1	0.0449	0.0009	0.02	0.05	0.08	0.44	0.88	0.05	0.09	0.19
22	0.0209	0.017	0.426	0.279	0.0998	0.045	0.0009	0.02	0.05	0.08	0.44	0.89	0.05	0.09	0.19
23	0.0207	0.0168	0.427	0.276	0.102	0.0456	0.0009	0.02	0.05	0.09	0.44	0.9	0.05	0.09	0.19
24	0.0205	0.0165	0.426	0.275	0.103	0.0454	0.001	0.02	0.05	0.09	0.44	0.89	0.05	0.09	0.19
25	0.0203	0.0164	0.425	0.276	0.102	0.045	0.001	0.02	0.05	0.08	0.44	0.9	0.05	0.1	0.18
26	0.0202	0.0163	0.425	0.274	0.103	0.0457	0.001	0.02	0.05	0.09	0.45	0.89	0.05	0.1	0.19
27	0.0201	0.0163	0.423	0.275	0.104	0.0458	0.001	0.02	0.05	0.08	0.45	0.89	0.05	0.1	0.19
28	0.0199	0.0163	0.421	0.273	0.105	0.0459	0.001	0.02	0.05	0.09	0.44	0.9	0.05	0.1	0.19
29	0.0198	0.0161	0.421	0.274	0.104	0.0457	0.001	0.02	0.05	0.08	0.43	0.9	0.05	0.1	0.19
30	0.0195	0.0158	0.42	0.273	0.107	0.0463	0.001	0.02	0.04	0.09	0.43	0.89	0.06	0.1	0.2
31	0.0195	0.0158	0.42	0.274	0.107	0.0467	0.001	0.02	0.04	0.08	0.43	0.89	0.06	0.1	0.2
32	0.0194	0.0157	0.42	0.273	0.107	0.0462	0.001	0.02	0.04	0.09	0.43	0.89	0.06	0.1	0.19
33	0.0191	0.0156	0.419	0.273	0.108	0.0468	0.001	0.02	0.04	0.08	0.42	0.89	0.06	0.1	0.19
34	0.019	0.0157	0.418	0.272	0.109	0.0468	0.001	0.02	0.04	0.09	0.41	0.89	0.06	0.1	0.2
35	0.019	0.0157	0.416	0.273	0.111	0.0477	0.001	0.02	0.04	0.09	0.41	0.89	0.06	0.1	0.2
36	0.019	0.0157	0.418	0.274	0.109	0.0466	0.001	0.02	0.04	0.09	0.42	0.9	0.06	0.1	0.19
37	0.0189	0.0156	0.418	0.273	0.11	0.0464	0.001	0.02	0.04	0.08	0.42	0.89	0.06	0.1	0.19
38	0.0185	0.0153	0.417	0.27	0.112	0.0472	0.001	0.02	0.04	0.09	0.39	0.9	0.06	0.1	0.19
39	0.0184	0.0154	0.415	0.273	0.114	0.0465	0.001	0.02	0.04	0.09	0.4	0.9	0.06	0.11	0.2
40	0.0184	0.0153	0.417	0.272	0.114	0.0464	0.001	0.02	0.04	0.09	0.4	0.9	0.06	0.11	0.19
41	0.0183	0.015	0.419	0.27	0.114	0.0454	0.001	0.02	0.04	0.1	0.4	0.9	0.06	0.11	0.19
42	0.0181	0.0149	0.42	0.267	0.117	0.0459	0.002	0.02	0.04	0.1	0.4	0.89	0.07	0.11	0.2
43	0.018	0.0147	0.421	0.265	0.116	0.0459	0.002	0.02	0.04	0.1	0.4	0.89	0.06	0.11	0.2
44	0.0179	0.0146	0.422	0.264	0.119	0.0466	0.002	0.02	0.04	0.1	0.4	0.89	0.07	0.11	0.2
