Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.611	0.385	0.483	0.208	0.00414	0.00168	0.19	0.54	1.3	0.21	0.49	0.82	0.003	0.004	0.007
2	0.321	0.19	0.479	0.204	0.00604	0.00209	0.11	0.29	0.68	0.21	0.48	0.82	0.004	0.006	0.01
3	0.205	0.101	0.472	0.18	0.0078	0.00223	0.09	0.19	0.39	0.24	0.47	0.78	0.006	0.007	0.01
4	0.164	0.0565	0.461	0.136	0.00868	0.00187	0.09	0.16	0.26	0.29	0.46	0.69	0.007	0.008	0.01
5	0.152	0.0366	0.451	0.0958	0.00882	0.00149	0.1	0.15	0.21	0.32	0.45	0.61	0.007	0.009	0.01
6	0.146	0.0279	0.444	0.0717	0.00883	0.00128	0.11	0.15	0.19	0.35	0.45	0.56	0.007	0.009	0.01
7	0.144	0.0237	0.442	0.0569	0.00878	0.00121	0.11	0.15	0.18	0.36	0.45	0.53	0.007	0.009	0.01
8	0.143	0.0222	0.439	0.0502	0.00884	0.00121	0.11	0.14	0.18	0.38	0.44	0.52	0.007	0.009	0.01
9	0.143	0.0226	0.438	0.0471	0.00879	0.00124	0.12	0.14	0.18	0.38	0.44	0.51	0.007	0.009	0.01
10	0.142	0.0235	0.434	0.0476	0.00881	0.00131	0.11	0.14	0.18	0.37	0.43	0.51	0.007	0.009	0.01
11	0.142	0.0237	0.434	0.0457	0.00884	0.00132	0.11	0.14	0.18	0.38	0.44	0.5	0.007	0.009	0.01
12	0.141	0.0242	0.429	0.046	0.00894	0.00135	0.11	0.14	0.18	0.37	0.43	0.5	0.007	0.009	0.01
13	0.141	0.0247	0.424	0.0476	0.009	0.00143	0.11	0.14	0.18	0.36	0.43	0.5	0.007	0.009	0.01
14	0.14	0.0263	0.422	0.0483	0.009	0.00151	0.11	0.14	0.18	0.36	0.42	0.5	0.007	0.009	0.01
15	0.14	0.0268	0.419	0.0491	0.00912	0.00151	0.11	0.14	0.18	0.36	0.42	0.5	0.007	0.009	0.01
16	0.142	0.0258	0.417	0.0514	0.00919	0.00152	0.11	0.14	0.19	0.35	0.42	0.5	0.007	0.009	0.01
17	0.14	0.0275	0.414	0.0549	0.0092	0.00162	0.1	0.14	0.19	0.35	0.42	0.5	0.007	0.009	0.01
18	0.139	0.0281	0.412	0.0562	0.0093	0.0016	0.1	0.14	0.18	0.34	0.41	0.5	0.007	0.009	0.01
19	0.139	0.0289	0.41	0.058	0.00943	0.00167	0.1	0.14	0.19	0.34	0.41	0.5	0.007	0.009	0.01
