Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
1	0.609	0.384	0.49	0.206	0.00416	0.00186	0.2	0.53	1.4	0.22	0.49	0.83	0.003	0.004	0.007
2	0.331	0.197	0.483	0.201	0.00597	0.00228	0.12	0.29	0.72	0.22	0.48	0.81	0.004	0.005	0.01
3	0.205	0.104	0.474	0.18	0.00786	0.00268	0.09	0.19	0.4	0.24	0.47	0.77	0.005	0.007	0.01
4	0.16	0.0568	0.465	0.136	0.00879	0.00238	0.09	0.16	0.26	0.28	0.46	0.69	0.006	0.008	0.01
5	0.145	0.0353	0.459	0.0976	0.00902	0.00183	0.1	0.14	0.2	0.33	0.46	0.62	0.007	0.009	0.01
6	0.139	0.0257	0.456	0.0737	0.0092	0.00169	0.11	0.14	0.18	0.36	0.45	0.58	0.007	0.009	0.01
7	0.138	0.0219	0.453	0.0593	0.00902	0.00142	0.11	0.14	0.17	0.38	0.45	0.55	0.007	0.009	0.01
8	0.137	0.0195	0.45	0.0526	0.00912	0.00137	0.11	0.14	0.17	0.38	0.45	0.54	0.008	0.009	0.01
9	0.137	0.0189	0.449	0.0495	0.00912	0.00133	0.11	0.14	0.17	0.39	0.45	0.53	0.008	0.009	0.01
10	0.136	0.0185	0.448	0.0467	0.00926	0.00135	0.11	0.14	0.17	0.39	0.45	0.52	0.008	0.009	0.01
11	0.136	0.0185	0.448	0.0469	0.0093	0.00134	0.11	0.14	0.17	0.39	0.45	0.52	0.008	0.009	0.01
12	0.136	0.0185	0.447	0.0453	0.00934	0.00136	0.11	0.14	0.17	0.39	0.45	0.52	0.008	0.009	0.01
13	0.135	0.0185	0.447	0.0454	0.00949	0.00136	0.11	0.13	0.17	0.39	0.45	0.52	0.008	0.009	0.01
14	0.135	0.0186	0.443	0.0453	0.00946	0.00144	0.11	0.13	0.16	0.39	0.44	0.51	0.008	0.009	0.01
15	0.134	0.0186	0.443	0.0446	0.00961	0.00144	0.11	0.13	0.16	0.39	0.44	0.52	0.008	0.009	0.01
16	0.134	0.0183	0.442	0.0441	0.00966	0.00142	0.11	0.13	0.16	0.39	0.44	0.52	0.008	0.009	0.01
17	0.134	0.0189	0.44	0.0446	0.00964	0.00146	0.11	0.13	0.17	0.39	0.44	0.51	0.008	0.009	0.01
18	0.132	0.019	0.438	0.0448	0.00994	0.00154	0.11	0.13	0.16	0.38	0.44	0.51	0.008	0.01	0.01
19	0.131	0.0191	0.44	0.0432	0.01	0.0015	0.11	0.13	0.16	0.39	0.44	0.51	0.008	0.01	0.01
20	0.131	0.019	0.439	0.0442	0.0102	0.00154	0.11	0.13	0.16	0.38	0.44	0.51	0.008	0.01	0.01
21	0.13	0.0189	0.438	0.044	0.0104	0.00154	0.11	0.13	0.16	0.38	0.44	0.51	0.009	0.01	0.01
22	0.129	0.019	0.438	0.0434	0.0105	0.00156	0.11	0.13	0.16	0.39	0.44	0.51	0.009	0.01	0.01
23	0.128	0.0193	0.438	0.0441	0.0106	0.0016	0.1	0.13	0.16	0.38	0.44	0.51	0.009	0.01	0.01
24	0.128	0.0194	0.436	0.0462	0.0109	0.00164	0.1	0.13	0.16	0.38	0.43	0.51	0.009	0.01	0.01
25	0.128	0.0197	0.436	0.047	0.0108	0.00166	0.1	0.13	0.16	0.38	0.43	0.51	0.009	0.01	0.01
26	0.126	0.0198	0.435	0.0469	0.0112	0.00164	0.1	0.13	0.16	0.38	0.43	0.51	0.009	0.01	0.01
27	0.126	0.0198	0.435	0.0466	0.0113	0.00167	0.1	0.13	0.16	0.38	0.44	0.51	0.009	0.01	0.01
28	0.127	0.0196	0.435	0.0474	0.0113	0.00168	0.1	0.13	0.16	0.37	0.43	0.51	0.009	0.01	0.01
29	0.125	0.0196	0.434	0.0484	0.0115	0.00166	0.1	0.13	0.16	0.37	0.44	0.51	0.01	0.01	0.01
30	0.125	0.0196	0.435	0.0475	0.0117	0.00167	0.1	0.13	0.15	0.38	0.44	0.51	0.01	0.01	0.01
31	0.125	0.0198	0.435	0.0497	0.0117	0.00164	0.1	0.13	0.16	0.38	0.44	0.51	0.01	0.01	0.01
32	0.124	0.0197	0.435	0.0504	0.012	0.00162	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.01
33	0.124	0.0194	0.435	0.05	0.012	0.00161	0.1	0.12	0.15	0.37	0.44	0.51	0.01	0.01	0.01
34	0.123	0.0195	0.437	0.0501	0.0122	0.00159	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.01
35	0.124	0.0191	0.436	0.05	0.0124	0.0016	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.02
36	0.123	0.0187	0.437	0.0516	0.0124	0.0016	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.02
37	0.123	0.0182	0.437	0.0495	0.0126	0.00159	0.1	0.12	0.15	0.38	0.44	0.52	0.01	0.01	0.02
38	0.123	0.0181	0.438	0.0493	0.0127	0.0015	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.02
39	0.123	0.0181	0.438	0.0493	0.0126	0.00148	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.02
40	0.123	0.0175	0.44	0.0486	0.0129	0.00153	0.1	0.12	0.15	0.38	0.44	0.51	0.01	0.01	0.02
41	0.123	0.0172	0.443	0.0477	0.013	0.0015	0.1	0.12	0.15	0.39	0.44	0.51	0.01	0.01	0.02
42	0.122	0.0168	0.442	0.0483	0.0129	0.00148	0.1	0.12	0.15	0.39	0.44	0.52	0.01	0.01	0.02
43	0.119	0.0162	0.443	0.0484	0.0131	0.00152	0.1	0.12	0.14	0.39	0.44	0.51	0.01	0.01	0.02
44	0.116	0.0162	0.44	0.0503	0.0131	0.00154	0.1	0.12	0.14	0.38	0.44	0.51	0.01	0.01	0.02
45	0.114	0.0156	0.441	0.049	0.0133	0.0015	0.09	0.11	0.14	0.38	0.44	0.51	0.01	0.01	0.02
46	0.11	0.0153	0.44	0.0504	0.0137	0.00162	0.09	0.11	0.13	0.38	0.44	0.51	0.01	0.01	0.02
47	0.108	0.0149	0.44	0.0511	0.0137	0.00157	0.09	0.11	0.13	0.38	0.44	0.51	0.01	0.01	0.02
48	0.104	0.0143	0.437	0.0517	0.014	0.00168	0.09	0.1	0.13	0.38	0.44	0.51	0.01	0.01	0.02
49	0.102	0.0142	0.436	0.0514	0.0143	0.00173	0.08	0.1	0.12	0.38	0.44	0.51	0.01	0.01	0.02
50	0.1	0.0142	0.436	0.0524	0.0144	0.00169	0.08	0.1	0.12	0.38	0.44	0.51	0.01	0.01	0.02
51	0.0972	0.0137	0.434	0.0527	0.0148	0.00182	0.08	0.1	0.12	0.38	0.43	0.51	0.01	0.01	0.02
52	0.0954	0.0139	0.434	0.0546	0.0149	0.00184	0.08	0.1	0.12	0.37	0.44	0.51	0.01	0.01	0.02
53	0.0936	0.0138	0.434	0.0533	0.015	0.00187	0.08	0.09	0.12	0.37	0.44	0.51	0.01	0.01	0.02
54	0.091	0.0137	0.432	0.0547	0.0155	0.00195	0.07	0.09	0.11	0.37	0.44	0.51	0.01	0.02	0.02
55	0.0897	0.0134	0.43	0.0556	0.0155	0.00197	0.07	0.09	0.11	0.37	0.43	0.51	0.01	0.02	0.02
56	0.0869	0.013	0.429	0.055	0.0159	0.00195	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.02	0.02
57	0.0854	0.013	0.429	0.0554	0.0161	0.00202	0.07	0.09	0.11	0.36	0.43	0.51	0.01	0.02	0.02
58	0.0832	0.0126	0.427	0.0557	0.0163	0.00212	0.07	0.08	0.1	0.36	0.43	0.51	0.01	0.02	0.02
59	0.0813	0.0127	0.424	0.0568	0.0166	0.0021	0.07	0.08	0.1	0.35	0.43	0.51	0.01	0.02	0.02
60	0.0796	0.0126	0.423	0.0577	0.0169	0.00215	0.07	0.08	0.1	0.35	0.43	0.51	0.01	0.02	0.02
61	0.0785	0.0126	0.422	0.0581	0.017	0.00222	0.06	0.08	0.1	0.35	0.42	0.51	0.01	0.02	0.02
62	0.0764	0.0123	0.42	0.0594	0.0175	0.0023	0.06	0.08	0.1	0.35	0.42	0.51	0.01	0.02	0.02
63	0.0753	0.0124	0.419	0.0595	0.0176	0.00229	0.06	0.08	0.09	0.35	0.42	0.51	0.01	0.02	0.02
64	0.0731	0.0123	0.418	0.0599	0.0183	0.00242	0.06	0.07	0.09	0.35	0.42	0.51	0.02	0.02	0.02
65	0.0714	0.0124	0.416	0.0617	0.0185	0.00241	0.06	0.07	0.09	0.35	0.42	0.51	0.02	0.02	0.02
66	0.0701	0.0122	0.415	0.061	0.0189	0.00244	0.06	0.07	0.09	0.35	0.42	0.51	0.02	0.02	0.02
67	0.0685	0.0121	0.415	0.061	0.0194	0.00255	0.05	0.07	0.09	0.34	0.42	0.5	0.02	0.02	0.02
68	0.067	0.012	0.413	0.0619	0.0196	0.00257	0.05	0.07	0.09	0.34	0.42	0.5	0.02	0.02	0.02
69	0.066	0.0121	0.41	0.0623	0.0197	0.00264	0.05	0.07	0.09	0.34	0.41	0.5	0.02	0.02	0.02
70	0.0653	0.0116	0.408	0.0633	0.0199	0.00276	0.05	0.07	0.08	0.33	0.41	0.5	0.02	0.02	0.02
71	0.0636	0.0117	0.406	0.0636	0.0205	0.00286	0.05	0.06	0.08	0.33	0.41	0.5	0.02	0.02	0.03
72	0.063	0.0117	0.407	0.0646	0.0207	0.00286	0.05	0.06	0.08	0.33	0.41	0.5	0.02	0.02	0.03
73	0.0614	0.0118	0.404	0.0654	0.0213	0.00293	0.05	0.06	0.08	0.32	0.41	0.5	0.02	0.02	0.03
74	0.0601	0.0118	0.403	0.0648	0.0216	0.00289	0.05	0.06	0.08	0.32	0.41	0.5	0.02	0.02	0.03
75	0.0589	0.0118	0.401	0.0654	0.0224	0.00299	0.04	0.06	0.08	0.32	0.4	0.5	0.02	0.02	0.03
76	0.0581	0.0117	0.399	0.066	0.0226	0.00311	0.04	0.06	0.08	0.31	0.4	0.5	0.02	0.02	0.03
77	0.0571	0.0117	0.398	0.0668	0.0229	0.00314	0.04	0.06	0.07	0.31	0.4	0.5	0.02	0.02	0.03
78	0.056	0.0116	0.396	0.0673	0.0236	0.00319	0.04	0.06	0.07	0.31	0.4	0.5	0.02	0.02	0.03
